 -0.000000000000E+00  0.000000000000E+00  0.000000000000E+00  0.000000000000E+00      0      1    100  X,Y,YDX,SYDX,occ#,traj#,pass# 2
 -0.000000000000E+00  5.000000000000E-01  0.000000000000E+00  0.000000000000E+00      0      1    100  X,Y,YDX,SYDX,occ#,traj#,pass# 2
   
  0.000000000000E+00  0.000000000000E+00  0.000000000000E+00  0.000000000000E+00      0      1    100  X,Y,YDX,SYDX,occ#,traj#,pass# 2
  5.000000000000E-01  0.000000000000E+00  0.000000000000E+00  0.000000000000E+00      0      1    100  X,Y,YDX,SYDX,occ#,traj#,pass# 2
   
  0.000000000000E+00 -0.000000000000E+00  0.000000000000E+00  0.000000000000E+00      0      1    100  X,Y,YDX,SYDX,occ#,traj#,pass# 2
  5.000000000000E-01 -0.000000000000E+00  0.000000000000E+00  0.000000000000E+00      0      1    100  X,Y,YDX,SYDX,occ#,traj#,pass# 2
   
  0.000000000000E+00  0.000000000000E+00  0.000000000000E+00  0.000000000000E+00      0      1    100  X,Y,YDX,SYDX,occ#,traj#,pass# 2
  0.000000000000E+00  5.000000000000E-01  0.000000000000E+00  0.000000000000E+00      0      1    100  X,Y,YDX,SYDX,occ#,traj#,pass# 2
   
 -0.000000000000E+00  0.000000000000E+00  0.000000000000E+00  0.000000000000E+00      0      2    100  X,Y,YDX,SYDX,occ#,traj#,pass# 2
 -0.000000000000E+00  5.000000000000E-01  0.000000000000E+00  0.000000000000E+00      0      2    100  X,Y,YDX,SYDX,occ#,traj#,pass# 2
   
  0.000000000000E+00  0.000000000000E+00  0.000000000000E+00  0.000000000000E+00      0      2    100  X,Y,YDX,SYDX,occ#,traj#,pass# 2
  5.000000000000E-01  5.000000000000E-01  0.000000000000E+00  0.000000000000E+00      0      2    100  X,Y,YDX,SYDX,occ#,traj#,pass# 2
 -0.000000000000E+00  0.000000000000E+00  0.000000000000E+00  0.000000000000E+00      0      2    100  X,Y,YDX,SYDX,occ#,traj#,pass# 2
  5.000000000000E-01  5.000000000000E-01  0.000000000000E+00  0.000000000000E+00      0      2    100  X,Y,YDX,SYDX,occ#,traj#,pass# 2
   
  0.000000000000E+00 -0.000000000000E+00  0.000000000000E+00  0.000000000000E+00      0      2    100  X,Y,YDX,SYDX,occ#,traj#,pass# 2
