   10.000000000000000       0.50000000000000000       0.57142857142857140      -4.97067035767729219E-042      !  Rmi/cm, dR/cm, dA/deg, dZ/cm
 # Field map generated using geneSectorMap.f 
# AT/rd,  AT/deg, Rmi/cm, Rma/cm, RM/cm, NR, dR/cm, NX, dX/cm, dA/rd : 
#   1.04719755E+00   6.00000000E+01   1.00000000E+01   7.00000000E+01   5.00000000E+01 121   5.00000000E-01 106   4.98665501E-01   9.97331001E-03
 # 
 # R, Z, X, BY, BZ, BX 
 # cm cm rd kG  kG  kG 
 # 
  1.70000000E+01  0.00000000E+00  0.00000000E+00  0.00000000E+00  5.00000000E+00  0.00000000E+00
  1.69991545E+01  0.00000000E+00  1.69543460E-01  0.00000000E+00  5.00000000E+00  0.00000000E+00
  1.69966182E+01  0.00000000E+00  3.39070055E-01  0.00000000E+00  5.00000000E+00  0.00000000E+00
  1.69923913E+01  0.00000000E+00  5.08562925E-01  0.00000000E+00  5.00000000E+00  0.00000000E+00
  1.69864743E+01  0.00000000E+00  6.78005210E-01  0.00000000E+00  5.00000000E+00  0.00000000E+00
  1.69788677E+01  0.00000000E+00  8.47380056E-01  0.00000000E+00  5.00000000E+00  0.00000000E+00
  1.69695722E+01  0.00000000E+00  1.01667062E+00  0.00000000E+00  5.00000000E+00  0.00000000E+00
  1.69585889E+01  0.00000000E+00  1.18586005E+00  0.00000000E+00  5.00000000E+00  0.00000000E+00
  1.69459187E+01  0.00000000E+00  1.35493154E+00  0.00000000E+00  5.00000000E+00  0.00000000E+00
  1.69315630E+01  0.00000000E+00  1.52386825E+00  0.00000000E+00  5.00000000E+00  0.00000000E+00
  1.69155232E+01  0.00000000E+00  1.69265339E+00  0.00000000E+00  5.00000000E+00  0.00000000E+00
  1.68978008E+01  0.00000000E+00  1.86127017E+00  0.00000000E+00  5.00000000E+00  0.00000000E+00
  1.68783977E+01  0.00000000E+00  2.02970182E+00  0.00000000E+00  5.00000000E+00  0.00000000E+00
  1.68573158E+01  0.00000000E+00  2.19793158E+00  0.00000000E+00  5.00000000E+00  0.00000000E+00
  1.68345572E+01  0.00000000E+00  2.36594272E+00  0.00000000E+00  5.00000000E+00  0.00000000E+00
  1.68101240E+01  0.00000000E+00  2.53371852E+00  0.00000000E+00  5.00000000E+00  0.00000000E+00
  1.67840189E+01  0.00000000E+00  2.70124231E+00  0.00000000E+00  5.00000000E+00  0.00000000E+00
  1.67562443E+01  0.00000000E+00  2.86849742E+00  0.00000000E+00  5.00000000E+00  0.00000000E+00
  1.67268030E+01  0.00000000E+00  3.03546721E+00  0.00000000E+00  5.00000000E+00  0.00000000E+00
  1.66956980E+01  0.00000000E+00  3.20213507E+00  0.00000000E+00  5.00000000E+00  0.00000000E+00
  1.66629323E+01  0.00000000E+00  3.36848443E+00  0.00000000E+00  5.00000000E+00  0.00000000E+00
  1.66285092E+01  0.00000000E+00  3.53449874E+00  0.00000000E+00  5.00000000E+00  0.00000000E+00
  1.65924322E+01  0.00000000E+00  3.70016149E+00  0.00000000E+00  5.00000000E+00  0.00000000E+00
  1.65547047E+01  0.00000000E+00  3.86545620E+00  0.00000000E+00  5.00000000E+00  0.00000000E+00
  1.65153307E+01  0.00000000E+00  4.03036642E+00  0.00000000E+00  5.00000000E+00  0.00000000E+00
  1.64743139E+01  0.00000000E+00  4.19487576E+00  0.00000000E+00  5.00000000E+00  0.00000000E+00
  1.64316584E+01  0.00000000E+00  4.35896785E+00  0.00000000E+00  5.00000000E+00  0.00000000E+00
  1.63873686E+01  0.00000000E+00  4.52262637E+00  0.00000000E+00  5.00000000E+00  0.00000000E+00
  1.63414488E+01  0.00000000E+00  4.68583505E+00  0.00000000E+00  5.00000000E+00  0.00000000E+00
  1.62939036E+01  0.00000000E+00  4.84857764E+00  0.00000000E+00  5.00000000E+00  0.00000000E+00
  1.62447377E+01  0.00000000E+00  5.01083796E+00  0.00000000E+00  5.00000000E+00  0.00000000E+00
  1.61939560E+01  0.00000000E+00  5.17259988E+00  0.00000000E+00  5.00000000E+00  0.00000000E+00
  1.61415635E+01  0.00000000E+00  5.33384730E+00  0.00000000E+00  5.00000000E+00  0.00000000E+00
  1.60875655E+01  0.00000000E+00  5.49456418E+00  0.00000000E+00  5.00000000E+00  0.00000000E+00
  1.60319674E+01  0.00000000E+00  5.65473453E+00  0.00000000E+00  5.00000000E+00  0.00000000E+00
  1.59747746E+01  0.00000000E+00  5.81434244E+00  0.00000000E+00  5.00000000E+00  0.00000000E+00
  1.59159928E+01  0.00000000E+00  5.97337201E+00  0.00000000E+00  5.00000000E+00  0.00000000E+00
  1.58556279E+01  0.00000000E+00  6.13180743E+00  0.00000000E+00  5.00000000E+00  0.00000000E+00
  1.57936860E+01  0.00000000E+00  6.28963295E+00  0.00000000E+00  5.00000000E+00  0.00000000E+00
  1.57301731E+01  0.00000000E+00  6.44683287E+00  0.00000000E+00  5.00000000E+00  0.00000000E+00
  1.56650956E+01  0.00000000E+00  6.60339154E+00  0.00000000E+00  5.00000000E+00  0.00000000E+00
  1.55984599E+01  0.00000000E+00  6.75929339E+00  0.00000000E+00  5.00000000E+00  0.00000000E+00
  1.55302728E+01  0.00000000E+00  6.91452293E+00  0.00000000E+00  5.00000000E+00  0.00000000E+00
  1.54605409E+01  0.00000000E+00  7.06906471E+00  0.00000000E+00  5.00000000E+00  0.00000000E+00
  1.53892712E+01  0.00000000E+00  7.22290335E+00  0.00000000E+00  5.00000000E+00  0.00000000E+00
  1.53164708E+01  0.00000000E+00  7.37602356E+00  0.00000000E+00  5.00000000E+00  0.00000000E+00
  1.52421469E+01  0.00000000E+00  7.52841011E+00  0.00000000E+00  5.00000000E+00  0.00000000E+00
  1.51663069E+01  0.00000000E+00  7.68004784E+00  0.00000000E+00  5.00000000E+00  0.00000000E+00
  1.50889584E+01  0.00000000E+00  7.83092166E+00  0.00000000E+00  5.00000000E+00  0.00000000E+00
  1.50101091E+01  0.00000000E+00  7.98101657E+00  0.00000000E+00  5.00000000E+00  0.00000000E+00
  1.49297667E+01  0.00000000E+00  8.13031764E+00  0.00000000E+00  5.00000000E+00  0.00000000E+00
  1.48479394E+01  0.00000000E+00  8.27881001E+00  0.00000000E+00  5.00000000E+00  0.00000000E+00
  1.47646352E+01  0.00000000E+00  8.42647893E+00  0.00000000E+00  5.00000000E+00  0.00000000E+00
  1.46798624E+01  0.00000000E+00  8.57330970E+00  0.00000000E+00  5.00000000E+00  0.00000000E+00
  1.45936295E+01  0.00000000E+00  8.71928772E+00  0.00000000E+00  5.00000000E+00  0.00000000E+00
  1.45059450E+01  0.00000000E+00  8.86439846E+00  0.00000000E+00  5.00000000E+00  0.00000000E+00
  1.44168176E+01  0.00000000E+00  9.00862749E+00  0.00000000E+00  5.00000000E+00  0.00000000E+00
  1.43262563E+01  0.00000000E+00  9.15196047E+00  0.00000000E+00  5.00000000E+00  0.00000000E+00
  1.42342700E+01  0.00000000E+00  9.29438315E+00  0.00000000E+00  5.00000000E+00  0.00000000E+00
  1.41408678E+01  0.00000000E+00  9.43588134E+00  0.00000000E+00  5.00000000E+00  0.00000000E+00
  1.40460592E+01  0.00000000E+00  9.57644099E+00  0.00000000E+00  5.00000000E+00  0.00000000E+00
  1.39498534E+01  0.00000000E+00  9.71604810E+00  0.00000000E+00  5.00000000E+00  0.00000000E+00
  1.38522601E+01  0.00000000E+00  9.85468880E+00  0.00000000E+00  5.00000000E+00  0.00000000E+00
  1.37532889E+01  0.00000000E+00  9.99234929E+00  0.00000000E+00  5.00000000E+00  0.00000000E+00
  1.36529498E+01  0.00000000E+00  1.01290159E+01  0.00000000E+00  5.00000000E+00  0.00000000E+00
  1.35512526E+01  0.00000000E+00  1.02646750E+01  0.00000000E+00  5.00000000E+00  0.00000000E+00
  1.34482076E+01  0.00000000E+00  1.03993131E+01  0.00000000E+00  5.00000000E+00  0.00000000E+00
  1.33438249E+01  0.00000000E+00  1.05329168E+01  0.00000000E+00  5.00000000E+00  0.00000000E+00
  1.32381150E+01  0.00000000E+00  1.06654729E+01  0.00000000E+00  5.00000000E+00  0.00000000E+00
  1.31310883E+01  0.00000000E+00  1.07969681E+01  0.00000000E+00  5.00000000E+00  0.00000000E+00
  1.30227555E+01  0.00000000E+00  1.09273894E+01  0.00000000E+00  5.00000000E+00  0.00000000E+00
  1.29131274E+01  0.00000000E+00  1.10567237E+01  0.00000000E+00  5.00000000E+00  0.00000000E+00
  1.28022149E+01  0.00000000E+00  1.11849583E+01  0.00000000E+00  5.00000000E+00  0.00000000E+00
  1.26900290E+01  0.00000000E+00  1.13120804E+01  0.00000000E+00  5.00000000E+00  0.00000000E+00
  1.25765809E+01  0.00000000E+00  1.14380773E+01  0.00000000E+00  5.00000000E+00  0.00000000E+00
  1.24618818E+01  0.00000000E+00  1.15629365E+01  0.00000000E+00  5.00000000E+00  0.00000000E+00
  1.23459432E+01  0.00000000E+00  1.16866456E+01  0.00000000E+00  5.00000000E+00  0.00000000E+00
  1.22287766E+01  0.00000000E+00  1.18091923E+01  0.00000000E+00  5.00000000E+00  0.00000000E+00
  1.21103936E+01  0.00000000E+00  1.19305643E+01  0.00000000E+00  5.00000000E+00  0.00000000E+00
  1.19908061E+01  0.00000000E+00  1.20507497E+01  0.00000000E+00  5.00000000E+00  0.00000000E+00
  1.18700259E+01  0.00000000E+00  1.21697364E+01  0.00000000E+00  5.00000000E+00  0.00000000E+00
  1.17480650E+01  0.00000000E+00  1.22875127E+01  0.00000000E+00  5.00000000E+00  0.00000000E+00
  1.16249356E+01  0.00000000E+00  1.24040667E+01  0.00000000E+00  5.00000000E+00  0.00000000E+00
  1.15006499E+01  0.00000000E+00  1.25193870E+01  0.00000000E+00  5.00000000E+00  0.00000000E+00
  1.13752203E+01  0.00000000E+00  1.26334620E+01  0.00000000E+00  5.00000000E+00  0.00000000E+00
  1.12486592E+01  0.00000000E+00  1.27462805E+01  0.00000000E+00  5.00000000E+00  0.00000000E+00
  1.11209793E+01  0.00000000E+00  1.28578310E+01  0.00000000E+00  5.00000000E+00  0.00000000E+00
  1.09921932E+01  0.00000000E+00  1.29681027E+01  0.00000000E+00  5.00000000E+00  0.00000000E+00
  1.08623138E+01  0.00000000E+00  1.30770845E+01  0.00000000E+00  5.00000000E+00  0.00000000E+00
  1.07313539E+01  0.00000000E+00  1.31847656E+01  0.00000000E+00  5.00000000E+00  0.00000000E+00
  1.05993266E+01  0.00000000E+00  1.32911352E+01  0.00000000E+00  5.00000000E+00  0.00000000E+00
  1.04662451E+01  0.00000000E+00  1.33961828E+01  0.00000000E+00  5.00000000E+00  0.00000000E+00
  1.03321225E+01  0.00000000E+00  1.34998980E+01  0.00000000E+00  5.00000000E+00  0.00000000E+00
  1.01969722E+01  0.00000000E+00  1.36022703E+01  0.00000000E+00  5.00000000E+00  0.00000000E+00
  1.00608077E+01  0.00000000E+00  1.37032897E+01  0.00000000E+00  5.00000000E+00  0.00000000E+00
  9.92364243E+00  0.00000000E+00  1.38029461E+01  0.00000000E+00  5.00000000E+00  0.00000000E+00
  9.78549012E+00  0.00000000E+00  1.39012296E+01  0.00000000E+00  5.00000000E+00  0.00000000E+00
  9.64636448E+00  0.00000000E+00  1.39981303E+01  0.00000000E+00  5.00000000E+00  0.00000000E+00
  9.50627936E+00  0.00000000E+00  1.40936387E+01  0.00000000E+00  5.00000000E+00  0.00000000E+00
  9.36524868E+00  0.00000000E+00  1.41877453E+01  0.00000000E+00  5.00000000E+00  0.00000000E+00
  9.22328649E+00  0.00000000E+00  1.42804407E+01  0.00000000E+00  5.00000000E+00  0.00000000E+00
  9.08040688E+00  0.00000000E+00  1.43717157E+01  0.00000000E+00  5.00000000E+00  0.00000000E+00
  8.93662409E+00  0.00000000E+00  1.44615611E+01  0.00000000E+00  5.00000000E+00  0.00000000E+00
  8.79195240E+00  0.00000000E+00  1.45499681E+01  0.00000000E+00  5.00000000E+00  0.00000000E+00
  8.64640621E+00  0.00000000E+00  1.46369279E+01  0.00000000E+00  5.00000000E+00  0.00000000E+00
  8.50000000E+00  0.00000000E+00  1.47224319E+01  0.00000000E+00  5.00000000E+00  0.00000000E+00
  1.75000000E+01  0.00000000E+00  0.00000000E+00  0.00000000E+00  5.00000000E+00  0.00000000E+00
  1.74991297E+01  0.00000000E+00  1.74530032E-01  0.00000000E+00  5.00000000E+00  0.00000000E+00
  1.74965188E+01  0.00000000E+00  3.49042704E-01  0.00000000E+00  5.00000000E+00  0.00000000E+00
  1.74921676E+01  0.00000000E+00  5.23520658E-01  0.00000000E+00  5.00000000E+00  0.00000000E+00
  1.74860765E+01  0.00000000E+00  6.97946540E-01  0.00000000E+00  5.00000000E+00  0.00000000E+00
  1.74782461E+01  0.00000000E+00  8.72302999E-01  0.00000000E+00  5.00000000E+00  0.00000000E+00
  1.74686773E+01  0.00000000E+00  1.04657269E+00  0.00000000E+00  5.00000000E+00  0.00000000E+00
  1.74573709E+01  0.00000000E+00  1.22073829E+00  0.00000000E+00  5.00000000E+00  0.00000000E+00
  1.74443281E+01  0.00000000E+00  1.39478246E+00  0.00000000E+00  5.00000000E+00  0.00000000E+00
  1.74295501E+01  0.00000000E+00  1.56868791E+00  0.00000000E+00  5.00000000E+00  0.00000000E+00
  1.74130386E+01  0.00000000E+00  1.74243732E+00  0.00000000E+00  5.00000000E+00  0.00000000E+00
  1.73947950E+01  0.00000000E+00  1.91601341E+00  0.00000000E+00  5.00000000E+00  0.00000000E+00
  1.73748212E+01  0.00000000E+00  2.08939893E+00  0.00000000E+00  5.00000000E+00  0.00000000E+00
  1.73531192E+01  0.00000000E+00  2.26257662E+00  0.00000000E+00  5.00000000E+00  0.00000000E+00
  1.73296912E+01  0.00000000E+00  2.43552927E+00  0.00000000E+00  5.00000000E+00  0.00000000E+00
  1.73045395E+01  0.00000000E+00  2.60823966E+00  0.00000000E+00  5.00000000E+00  0.00000000E+00
  1.72776665E+01  0.00000000E+00  2.78069062E+00  0.00000000E+00  5.00000000E+00  0.00000000E+00
  1.72490750E+01  0.00000000E+00  2.95286499E+00  0.00000000E+00  5.00000000E+00  0.00000000E+00
  1.72187678E+01  0.00000000E+00  3.12474566E+00  0.00000000E+00  5.00000000E+00  0.00000000E+00
  1.71867479E+01  0.00000000E+00  3.29631552E+00  0.00000000E+00  5.00000000E+00  0.00000000E+00
  1.71530185E+01  0.00000000E+00  3.46755751E+00  0.00000000E+00  5.00000000E+00  0.00000000E+00
  1.71175830E+01  0.00000000E+00  3.63845459E+00  0.00000000E+00  5.00000000E+00  0.00000000E+00
  1.70804449E+01  0.00000000E+00  3.80898977E+00  0.00000000E+00  5.00000000E+00  0.00000000E+00
  1.70416078E+01  0.00000000E+00  3.97914608E+00  0.00000000E+00  5.00000000E+00  0.00000000E+00
  1.70010757E+01  0.00000000E+00  4.14890661E+00  0.00000000E+00  5.00000000E+00  0.00000000E+00
  1.69588525E+01  0.00000000E+00  4.31825446E+00  0.00000000E+00  5.00000000E+00  0.00000000E+00
  1.69149425E+01  0.00000000E+00  4.48717279E+00  0.00000000E+00  5.00000000E+00  0.00000000E+00
  1.68693501E+01  0.00000000E+00  4.65564480E+00  0.00000000E+00  5.00000000E+00  0.00000000E+00
  1.68220797E+01  0.00000000E+00  4.82365373E+00  0.00000000E+00  5.00000000E+00  0.00000000E+00
  1.67731361E+01  0.00000000E+00  4.99118287E+00  0.00000000E+00  5.00000000E+00  0.00000000E+00
  1.67225241E+01  0.00000000E+00  5.15821555E+00  0.00000000E+00  5.00000000E+00  0.00000000E+00
  1.66702488E+01  0.00000000E+00  5.32473517E+00  0.00000000E+00  5.00000000E+00  0.00000000E+00
  1.66163154E+01  0.00000000E+00  5.49072516E+00  0.00000000E+00  5.00000000E+00  0.00000000E+00
  1.65607292E+01  0.00000000E+00  5.65616901E+00  0.00000000E+00  5.00000000E+00  0.00000000E+00
  1.65034958E+01  0.00000000E+00  5.82105026E+00  0.00000000E+00  5.00000000E+00  0.00000000E+00
  1.64446209E+01  0.00000000E+00  5.98535251E+00  0.00000000E+00  5.00000000E+00  0.00000000E+00
  1.63841102E+01  0.00000000E+00  6.14905942E+00  0.00000000E+00  5.00000000E+00  0.00000000E+00
  1.63219699E+01  0.00000000E+00  6.31215471E+00  0.00000000E+00  5.00000000E+00  0.00000000E+00
  1.62582062E+01  0.00000000E+00  6.47462216E+00  0.00000000E+00  5.00000000E+00  0.00000000E+00
  1.61928253E+01  0.00000000E+00  6.63644560E+00  0.00000000E+00  5.00000000E+00  0.00000000E+00
  1.61258337E+01  0.00000000E+00  6.79760893E+00  0.00000000E+00  5.00000000E+00  0.00000000E+00
  1.60572382E+01  0.00000000E+00  6.95809614E+00  0.00000000E+00  5.00000000E+00  0.00000000E+00
  1.59870455E+01  0.00000000E+00  7.11789125E+00  0.00000000E+00  5.00000000E+00  0.00000000E+00
  1.59152627E+01  0.00000000E+00  7.27697838E+00  0.00000000E+00  5.00000000E+00  0.00000000E+00
  1.58418968E+01  0.00000000E+00  7.43534169E+00  0.00000000E+00  5.00000000E+00  0.00000000E+00
  1.57669552E+01  0.00000000E+00  7.59296543E+00  0.00000000E+00  5.00000000E+00  0.00000000E+00
  1.56904453E+01  0.00000000E+00  7.74983394E+00  0.00000000E+00  5.00000000E+00  0.00000000E+00
  1.56123748E+01  0.00000000E+00  7.90593160E+00  0.00000000E+00  5.00000000E+00  0.00000000E+00
  1.55327513E+01  0.00000000E+00  8.06124288E+00  0.00000000E+00  5.00000000E+00  0.00000000E+00
  1.54515829E+01  0.00000000E+00  8.21575235E+00  0.00000000E+00  5.00000000E+00  0.00000000E+00
  1.53688775E+01  0.00000000E+00  8.36944463E+00  0.00000000E+00  5.00000000E+00  0.00000000E+00
  1.52846435E+01  0.00000000E+00  8.52230443E+00  0.00000000E+00  5.00000000E+00  0.00000000E+00
  1.51988892E+01  0.00000000E+00  8.67431655E+00  0.00000000E+00  5.00000000E+00  0.00000000E+00
  1.51116231E+01  0.00000000E+00  8.82546587E+00  0.00000000E+00  5.00000000E+00  0.00000000E+00
  1.50228539E+01  0.00000000E+00  8.97573735E+00  0.00000000E+00  5.00000000E+00  0.00000000E+00
  1.49325904E+01  0.00000000E+00  9.12511606E+00  0.00000000E+00  5.00000000E+00  0.00000000E+00
  1.48408417E+01  0.00000000E+00  9.27358712E+00  0.00000000E+00  5.00000000E+00  0.00000000E+00
  1.47476168E+01  0.00000000E+00  9.42113578E+00  0.00000000E+00  5.00000000E+00  0.00000000E+00
  1.46529250E+01  0.00000000E+00  9.56774736E+00  0.00000000E+00  5.00000000E+00  0.00000000E+00
  1.45567757E+01  0.00000000E+00  9.71340726E+00  0.00000000E+00  5.00000000E+00  0.00000000E+00
  1.44591786E+01  0.00000000E+00  9.85810102E+00  0.00000000E+00  5.00000000E+00  0.00000000E+00
  1.43601432E+01  0.00000000E+00  1.00018142E+01  0.00000000E+00  5.00000000E+00  0.00000000E+00
  1.42596795E+01  0.00000000E+00  1.01445326E+01  0.00000000E+00  5.00000000E+00  0.00000000E+00
  1.41577974E+01  0.00000000E+00  1.02862419E+01  0.00000000E+00  5.00000000E+00  0.00000000E+00
  1.40545071E+01  0.00000000E+00  1.04269281E+01  0.00000000E+00  5.00000000E+00  0.00000000E+00
  1.39498189E+01  0.00000000E+00  1.05665772E+01  0.00000000E+00  5.00000000E+00  0.00000000E+00
  1.38437431E+01  0.00000000E+00  1.07051752E+01  0.00000000E+00  5.00000000E+00  0.00000000E+00
  1.37362904E+01  0.00000000E+00  1.08427085E+01  0.00000000E+00  5.00000000E+00  0.00000000E+00
  1.36274713E+01  0.00000000E+00  1.09791633E+01  0.00000000E+00  5.00000000E+00  0.00000000E+00
  1.35172968E+01  0.00000000E+00  1.11145260E+01  0.00000000E+00  5.00000000E+00  0.00000000E+00
  1.34057778E+01  0.00000000E+00  1.12487832E+01  0.00000000E+00  5.00000000E+00  0.00000000E+00
  1.32929253E+01  0.00000000E+00  1.13819215E+01  0.00000000E+00  5.00000000E+00  0.00000000E+00
  1.31787507E+01  0.00000000E+00  1.15139277E+01  0.00000000E+00  5.00000000E+00  0.00000000E+00
  1.30632652E+01  0.00000000E+00  1.16447887E+01  0.00000000E+00  5.00000000E+00  0.00000000E+00
  1.29464803E+01  0.00000000E+00  1.17744914E+01  0.00000000E+00  5.00000000E+00  0.00000000E+00
  1.28284078E+01  0.00000000E+00  1.19030229E+01  0.00000000E+00  5.00000000E+00  0.00000000E+00
  1.27090592E+01  0.00000000E+00  1.20303705E+01  0.00000000E+00  5.00000000E+00  0.00000000E+00
  1.25884465E+01  0.00000000E+00  1.21565215E+01  0.00000000E+00  5.00000000E+00  0.00000000E+00
  1.24665817E+01  0.00000000E+00  1.22814633E+01  0.00000000E+00  5.00000000E+00  0.00000000E+00
  1.23434769E+01  0.00000000E+00  1.24051835E+01  0.00000000E+00  5.00000000E+00  0.00000000E+00
  1.22191443E+01  0.00000000E+00  1.25276699E+01  0.00000000E+00  5.00000000E+00  0.00000000E+00
  1.20935964E+01  0.00000000E+00  1.26489101E+01  0.00000000E+00  5.00000000E+00  0.00000000E+00
  1.19668455E+01  0.00000000E+00  1.27688922E+01  0.00000000E+00  5.00000000E+00  0.00000000E+00
  1.18389043E+01  0.00000000E+00  1.28876043E+01  0.00000000E+00  5.00000000E+00  0.00000000E+00
  1.17097856E+01  0.00000000E+00  1.30050344E+01  0.00000000E+00  5.00000000E+00  0.00000000E+00
  1.15795022E+01  0.00000000E+00  1.31211711E+01  0.00000000E+00  5.00000000E+00  0.00000000E+00
  1.14480669E+01  0.00000000E+00  1.32360025E+01  0.00000000E+00  5.00000000E+00  0.00000000E+00
  1.13154930E+01  0.00000000E+00  1.33495175E+01  0.00000000E+00  5.00000000E+00  0.00000000E+00
  1.11817936E+01  0.00000000E+00  1.34617046E+01  0.00000000E+00  5.00000000E+00  0.00000000E+00
  1.10469820E+01  0.00000000E+00  1.35725528E+01  0.00000000E+00  5.00000000E+00  0.00000000E+00
  1.09110715E+01  0.00000000E+00  1.36820509E+01  0.00000000E+00  5.00000000E+00  0.00000000E+00
  1.07740758E+01  0.00000000E+00  1.37901882E+01  0.00000000E+00  5.00000000E+00  0.00000000E+00
  1.06360084E+01  0.00000000E+00  1.38969538E+01  0.00000000E+00  5.00000000E+00  0.00000000E+00
  1.04968832E+01  0.00000000E+00  1.40023371E+01  0.00000000E+00  5.00000000E+00  0.00000000E+00
  1.03567138E+01  0.00000000E+00  1.41063276E+01  0.00000000E+00  5.00000000E+00  0.00000000E+00
  1.02155143E+01  0.00000000E+00  1.42089151E+01  0.00000000E+00  5.00000000E+00  0.00000000E+00
  1.00732986E+01  0.00000000E+00  1.43100892E+01  0.00000000E+00  5.00000000E+00  0.00000000E+00
  9.93008108E+00  0.00000000E+00  1.44098400E+01  0.00000000E+00  5.00000000E+00  0.00000000E+00
  9.78587581E+00  0.00000000E+00  1.45081575E+01  0.00000000E+00  5.00000000E+00  0.00000000E+00
  9.64069718E+00  0.00000000E+00  1.46050319E+01  0.00000000E+00  5.00000000E+00  0.00000000E+00
  9.49455962E+00  0.00000000E+00  1.47004537E+01  0.00000000E+00  5.00000000E+00  0.00000000E+00
  9.34747767E+00  0.00000000E+00  1.47944132E+01  0.00000000E+00  5.00000000E+00  0.00000000E+00
  9.19946597E+00  0.00000000E+00  1.48869011E+01  0.00000000E+00  5.00000000E+00  0.00000000E+00
  9.05053924E+00  0.00000000E+00  1.49779084E+01  0.00000000E+00  5.00000000E+00  0.00000000E+00
  8.90071228E+00  0.00000000E+00  1.50674258E+01  0.00000000E+00  5.00000000E+00  0.00000000E+00
  8.75000000E+00  0.00000000E+00  1.51554446E+01  0.00000000E+00  5.00000000E+00  0.00000000E+00
  1.80000000E+01  0.00000000E+00  0.00000000E+00  0.00000000E+00  5.00000000E+00  0.00000000E+00
  1.79991048E+01  0.00000000E+00  1.79516604E-01  0.00000000E+00  5.00000000E+00  0.00000000E+00
  1.79964193E+01  0.00000000E+00  3.59015353E-01  0.00000000E+00  5.00000000E+00  0.00000000E+00
  1.79919438E+01  0.00000000E+00  5.38478391E-01  0.00000000E+00  5.00000000E+00  0.00000000E+00
  1.79856787E+01  0.00000000E+00  7.17887869E-01  0.00000000E+00  5.00000000E+00  0.00000000E+00
  1.79776246E+01  0.00000000E+00  8.97225942E-01  0.00000000E+00  5.00000000E+00  0.00000000E+00
  1.79677823E+01  0.00000000E+00  1.07647477E+00  0.00000000E+00  5.00000000E+00  0.00000000E+00
  1.79561529E+01  0.00000000E+00  1.25561653E+00  0.00000000E+00  5.00000000E+00  0.00000000E+00
  1.79427374E+01  0.00000000E+00  1.43463339E+00  0.00000000E+00  5.00000000E+00  0.00000000E+00
  1.79275373E+01  0.00000000E+00  1.61350756E+00  0.00000000E+00  5.00000000E+00  0.00000000E+00
  1.79105540E+01  0.00000000E+00  1.79222124E+00  0.00000000E+00  5.00000000E+00  0.00000000E+00
  1.78917891E+01  0.00000000E+00  1.97075665E+00  0.00000000E+00  5.00000000E+00  0.00000000E+00
  1.78712447E+01  0.00000000E+00  2.14909604E+00  0.00000000E+00  5.00000000E+00  0.00000000E+00
  1.78489226E+01  0.00000000E+00  2.32722167E+00  0.00000000E+00  5.00000000E+00  0.00000000E+00
  1.78248252E+01  0.00000000E+00  2.50511582E+00  0.00000000E+00  5.00000000E+00  0.00000000E+00
  1.77989549E+01  0.00000000E+00  2.68276079E+00  0.00000000E+00  5.00000000E+00  0.00000000E+00
  1.77713141E+01  0.00000000E+00  2.86013892E+00  0.00000000E+00  5.00000000E+00  0.00000000E+00
  1.77419057E+01  0.00000000E+00  3.03723256E+00  0.00000000E+00  5.00000000E+00  0.00000000E+00
  1.77107326E+01  0.00000000E+00  3.21402411E+00  0.00000000E+00  5.00000000E+00  0.00000000E+00
  1.76777979E+01  0.00000000E+00  3.39049596E+00  0.00000000E+00  5.00000000E+00  0.00000000E+00
  1.76431048E+01  0.00000000E+00  3.56663058E+00  0.00000000E+00  5.00000000E+00  0.00000000E+00
  1.76066568E+01  0.00000000E+00  3.74241043E+00  0.00000000E+00  5.00000000E+00  0.00000000E+00
  1.75684576E+01  0.00000000E+00  3.91781805E+00  0.00000000E+00  5.00000000E+00  0.00000000E+00
  1.75285109E+01  0.00000000E+00  4.09283597E+00  0.00000000E+00  5.00000000E+00  0.00000000E+00
  1.74868207E+01  0.00000000E+00  4.26744680E+00  0.00000000E+00  5.00000000E+00  0.00000000E+00
  1.74433912E+01  0.00000000E+00  4.44163316E+00  0.00000000E+00  5.00000000E+00  0.00000000E+00
  1.73982266E+01  0.00000000E+00  4.61537773E+00  0.00000000E+00  5.00000000E+00  0.00000000E+00
  1.73513315E+01  0.00000000E+00  4.78866322E+00  0.00000000E+00  5.00000000E+00  0.00000000E+00
  1.73027105E+01  0.00000000E+00  4.96147240E+00  0.00000000E+00  5.00000000E+00  0.00000000E+00
  1.72523685E+01  0.00000000E+00  5.13378809E+00  0.00000000E+00  5.00000000E+00  0.00000000E+00
  1.72003105E+01  0.00000000E+00  5.30559314E+00  0.00000000E+00  5.00000000E+00  0.00000000E+00
  1.71465416E+01  0.00000000E+00  5.47687046E+00  0.00000000E+00  5.00000000E+00  0.00000000E+00
  1.70910673E+01  0.00000000E+00  5.64760302E+00  0.00000000E+00  5.00000000E+00  0.00000000E+00
  1.70338929E+01  0.00000000E+00  5.81777383E+00  0.00000000E+00  5.00000000E+00  0.00000000E+00
  1.69750243E+01  0.00000000E+00  5.98736598E+00  0.00000000E+00  5.00000000E+00  0.00000000E+00
  1.69144672E+01  0.00000000E+00  6.15636258E+00  0.00000000E+00  5.00000000E+00  0.00000000E+00
  1.68522277E+01  0.00000000E+00  6.32474683E+00  0.00000000E+00  5.00000000E+00  0.00000000E+00
