   10.000000000000000       0.50000000000000000       0.57142857142857140      -4.97067035767729219E-042      !  Rmi/cm, dR/cm, dA/deg, dZ/cm
 # Field map generated using geneSectorMap.f 
# AT/rd,  AT/deg, Rmi/cm, Rma/cm, RM/cm, NR, dR/cm, NX, dX/cm, dA/rd : 
#   1.04719755E+00   6.00000000E+01   1.00000000E+01   7.00000000E+01   5.00000000E+01 121   5.00000000E-01 106   4.98665501E-01   9.97331001E-03
 # 
 # R, Z, X, BY, BZ, BX 
 # cm cm rd kG  kG  kG 
 # 
  7.39798876E+00  0.00000000E+00  6.72828078E+00  0.00000000E+00  5.00000000E+00  0.00000000E+00
  7.33051872E+00  0.00000000E+00  6.80172738E+00  0.00000000E+00  5.00000000E+00  0.00000000E+00
  7.26231954E+00  0.00000000E+00  6.87449743E+00  0.00000000E+00  5.00000000E+00  0.00000000E+00
  7.19339800E+00  0.00000000E+00  6.94658370E+00  0.00000000E+00  5.00000000E+00  0.00000000E+00
  7.12376097E+00  0.00000000E+00  7.01797903E+00  0.00000000E+00  5.00000000E+00  0.00000000E+00
  7.05341536E+00  0.00000000E+00  7.08867630E+00  0.00000000E+00  5.00000000E+00  0.00000000E+00
  6.98236818E+00  0.00000000E+00  7.15866849E+00  0.00000000E+00  5.00000000E+00  0.00000000E+00
  6.91062649E+00  0.00000000E+00  7.22794864E+00  0.00000000E+00  5.00000000E+00  0.00000000E+00
  6.83819743E+00  0.00000000E+00  7.29650985E+00  0.00000000E+00  5.00000000E+00  0.00000000E+00
  6.76508819E+00  0.00000000E+00  7.36434530E+00  0.00000000E+00  5.00000000E+00  0.00000000E+00
  6.69130606E+00  0.00000000E+00  7.43144825E+00  0.00000000E+00  5.00000000E+00  0.00000000E+00
  6.61685838E+00  0.00000000E+00  7.49781203E+00  0.00000000E+00  5.00000000E+00  0.00000000E+00
  6.54175254E+00  0.00000000E+00  7.56343003E+00  0.00000000E+00  5.00000000E+00  0.00000000E+00
  6.46599601E+00  0.00000000E+00  7.62829572E+00  0.00000000E+00  5.00000000E+00  0.00000000E+00
  6.38959634E+00  0.00000000E+00  7.69240265E+00  0.00000000E+00  5.00000000E+00  0.00000000E+00
  6.31256112E+00  0.00000000E+00  7.75574446E+00  0.00000000E+00  5.00000000E+00  0.00000000E+00
  6.23489802E+00  0.00000000E+00  7.81831482E+00  0.00000000E+00  5.00000000E+00  0.00000000E+00
  6.15661475E+00  0.00000000E+00  7.88010754E+00  0.00000000E+00  5.00000000E+00  0.00000000E+00
  6.07771911E+00  0.00000000E+00  7.94111644E+00  0.00000000E+00  5.00000000E+00  0.00000000E+00
  5.99821895E+00  0.00000000E+00  8.00133548E+00  0.00000000E+00  5.00000000E+00  0.00000000E+00
  5.91812216E+00  0.00000000E+00  8.06075865E+00  0.00000000E+00  5.00000000E+00  0.00000000E+00
  5.83743672E+00  0.00000000E+00  8.11938006E+00  0.00000000E+00  5.00000000E+00  0.00000000E+00
  5.75617066E+00  0.00000000E+00  8.17719386E+00  0.00000000E+00  5.00000000E+00  0.00000000E+00
  5.67433205E+00  0.00000000E+00  8.23419430E+00  0.00000000E+00  5.00000000E+00  0.00000000E+00
  5.59192903E+00  0.00000000E+00  8.29037573E+00  0.00000000E+00  5.00000000E+00  0.00000000E+00
  5.50896981E+00  0.00000000E+00  8.34573254E+00  0.00000000E+00  5.00000000E+00  0.00000000E+00
  5.42546264E+00  0.00000000E+00  8.40025923E+00  0.00000000E+00  5.00000000E+00  0.00000000E+00
  5.34141581E+00  0.00000000E+00  8.45395038E+00  0.00000000E+00  5.00000000E+00  0.00000000E+00
  5.25683770E+00  0.00000000E+00  8.50680066E+00  0.00000000E+00  5.00000000E+00  0.00000000E+00
  5.17173671E+00  0.00000000E+00  8.55880479E+00  0.00000000E+00  5.00000000E+00  0.00000000E+00
  5.08612130E+00  0.00000000E+00  8.60995761E+00  0.00000000E+00  5.00000000E+00  0.00000000E+00
  5.00000000E+00  0.00000000E+00  8.66025404E+00  0.00000000E+00  5.00000000E+00  0.00000000E+00
  1.05000000E+01  0.00000000E+00  0.00000000E+00  0.00000000E+00  5.00000000E+00  0.00000000E+00
  1.04994778E+01  0.00000000E+00  1.04718019E-01  0.00000000E+00  5.00000000E+00  0.00000000E+00
  1.04979113E+01  0.00000000E+00  2.09425622E-01  0.00000000E+00  5.00000000E+00  0.00000000E+00
  1.04953005E+01  0.00000000E+00  3.14112395E-01  0.00000000E+00  5.00000000E+00  0.00000000E+00
  1.04916459E+01  0.00000000E+00  4.18767924E-01  0.00000000E+00  5.00000000E+00  0.00000000E+00
  1.04869477E+01  0.00000000E+00  5.23381799E-01  0.00000000E+00  5.00000000E+00  0.00000000E+00
  1.04812064E+01  0.00000000E+00  6.27943616E-01  0.00000000E+00  5.00000000E+00  0.00000000E+00
  1.04744225E+01  0.00000000E+00  7.32442974E-01  0.00000000E+00  5.00000000E+00  0.00000000E+00
  1.04665968E+01  0.00000000E+00  8.36869479E-01  0.00000000E+00  5.00000000E+00  0.00000000E+00
  1.04577301E+01  0.00000000E+00  9.41212743E-01  0.00000000E+00  5.00000000E+00  0.00000000E+00
  1.04478231E+01  0.00000000E+00  1.04546239E+00  0.00000000E+00  5.00000000E+00  0.00000000E+00
  1.04368770E+01  0.00000000E+00  1.14960805E+00  0.00000000E+00  5.00000000E+00  0.00000000E+00
  1.04248927E+01  0.00000000E+00  1.25363936E+00  0.00000000E+00  5.00000000E+00  0.00000000E+00
  1.04118715E+01  0.00000000E+00  1.35754597E+00  0.00000000E+00  5.00000000E+00  0.00000000E+00
  1.03978147E+01  0.00000000E+00  1.46131756E+00  0.00000000E+00  5.00000000E+00  0.00000000E+00
  1.03827237E+01  0.00000000E+00  1.56494379E+00  0.00000000E+00  5.00000000E+00  0.00000000E+00
  1.03665999E+01  0.00000000E+00  1.66841437E+00  0.00000000E+00  5.00000000E+00  0.00000000E+00
  1.03494450E+01  0.00000000E+00  1.77171900E+00  0.00000000E+00  5.00000000E+00  0.00000000E+00
  1.03312607E+01  0.00000000E+00  1.87484740E+00  0.00000000E+00  5.00000000E+00  0.00000000E+00
  1.03120488E+01  0.00000000E+00  1.97778931E+00  0.00000000E+00  5.00000000E+00  0.00000000E+00
  1.02918111E+01  0.00000000E+00  2.08053450E+00  0.00000000E+00  5.00000000E+00  0.00000000E+00
  1.02705498E+01  0.00000000E+00  2.18307275E+00  0.00000000E+00  5.00000000E+00  0.00000000E+00
  1.02482669E+01  0.00000000E+00  2.28539386E+00  0.00000000E+00  5.00000000E+00  0.00000000E+00
  1.02249647E+01  0.00000000E+00  2.38748765E+00  0.00000000E+00  5.00000000E+00  0.00000000E+00
  1.02006454E+01  0.00000000E+00  2.48934397E+00  0.00000000E+00  5.00000000E+00  0.00000000E+00
  1.01753115E+01  0.00000000E+00  2.59095268E+00  0.00000000E+00  5.00000000E+00  0.00000000E+00
  1.01489655E+01  0.00000000E+00  2.69230367E+00  0.00000000E+00  5.00000000E+00  0.00000000E+00
  1.01216100E+01  0.00000000E+00  2.79338688E+00  0.00000000E+00  5.00000000E+00  0.00000000E+00
  1.00932478E+01  0.00000000E+00  2.89419224E+00  0.00000000E+00  5.00000000E+00  0.00000000E+00
  1.00638816E+01  0.00000000E+00  2.99470972E+00  0.00000000E+00  5.00000000E+00  0.00000000E+00
  1.00335145E+01  0.00000000E+00  3.09492933E+00  0.00000000E+00  5.00000000E+00  0.00000000E+00
  1.00021493E+01  0.00000000E+00  3.19484110E+00  0.00000000E+00  5.00000000E+00  0.00000000E+00
  9.96978924E+00  0.00000000E+00  3.29443510E+00  0.00000000E+00  5.00000000E+00  0.00000000E+00
  9.93643753E+00  0.00000000E+00  3.39370140E+00  0.00000000E+00  5.00000000E+00  0.00000000E+00
  9.90209749E+00  0.00000000E+00  3.49263015E+00  0.00000000E+00  5.00000000E+00  0.00000000E+00
  9.86677252E+00  0.00000000E+00  3.59121150E+00  0.00000000E+00  5.00000000E+00  0.00000000E+00
  9.83046614E+00  0.00000000E+00  3.68943565E+00  0.00000000E+00  5.00000000E+00  0.00000000E+00
  9.79318197E+00  0.00000000E+00  3.78729283E+00  0.00000000E+00  5.00000000E+00  0.00000000E+00
  9.75492370E+00  0.00000000E+00  3.88477329E+00  0.00000000E+00  5.00000000E+00  0.00000000E+00
  9.71569515E+00  0.00000000E+00  3.98186736E+00  0.00000000E+00  5.00000000E+00  0.00000000E+00
  9.67550022E+00  0.00000000E+00  4.07856536E+00  0.00000000E+00  5.00000000E+00  0.00000000E+00
  9.63434291E+00  0.00000000E+00  4.17485768E+00  0.00000000E+00  5.00000000E+00  0.00000000E+00
  9.59222731E+00  0.00000000E+00  4.27073475E+00  0.00000000E+00  5.00000000E+00  0.00000000E+00
  9.54915760E+00  0.00000000E+00  4.36618703E+00  0.00000000E+00  5.00000000E+00  0.00000000E+00
  9.50513808E+00  0.00000000E+00  4.46120501E+00  0.00000000E+00  5.00000000E+00  0.00000000E+00
  9.46017311E+00  0.00000000E+00  4.55577926E+00  0.00000000E+00  5.00000000E+00  0.00000000E+00
  9.41426718E+00  0.00000000E+00  4.64990036E+00  0.00000000E+00  5.00000000E+00  0.00000000E+00
  9.36742485E+00  0.00000000E+00  4.74355896E+00  0.00000000E+00  5.00000000E+00  0.00000000E+00
  9.31965078E+00  0.00000000E+00  4.83674573E+00  0.00000000E+00  5.00000000E+00  0.00000000E+00
  9.27094973E+00  0.00000000E+00  4.92945141E+00  0.00000000E+00  5.00000000E+00  0.00000000E+00
  9.22132652E+00  0.00000000E+00  5.02166678E+00  0.00000000E+00  5.00000000E+00  0.00000000E+00
  9.17078611E+00  0.00000000E+00  5.11338266E+00  0.00000000E+00  5.00000000E+00  0.00000000E+00
  9.11933351E+00  0.00000000E+00  5.20458993E+00  0.00000000E+00  5.00000000E+00  0.00000000E+00
  9.06697385E+00  0.00000000E+00  5.29527952E+00  0.00000000E+00  5.00000000E+00  0.00000000E+00
  9.01371233E+00  0.00000000E+00  5.38544241E+00  0.00000000E+00  5.00000000E+00  0.00000000E+00
  8.95955426E+00  0.00000000E+00  5.47506964E+00  0.00000000E+00  5.00000000E+00  0.00000000E+00
  8.90450501E+00  0.00000000E+00  5.56415227E+00  0.00000000E+00  5.00000000E+00  0.00000000E+00
  8.84857007E+00  0.00000000E+00  5.65268147E+00  0.00000000E+00  5.00000000E+00  0.00000000E+00
  8.79175499E+00  0.00000000E+00  5.74064841E+00  0.00000000E+00  5.00000000E+00  0.00000000E+00
  8.73406543E+00  0.00000000E+00  5.82804436E+00  0.00000000E+00  5.00000000E+00  0.00000000E+00
  8.67550713E+00  0.00000000E+00  5.91486061E+00  0.00000000E+00  5.00000000E+00  0.00000000E+00
  8.61608591E+00  0.00000000E+00  6.00108853E+00  0.00000000E+00  5.00000000E+00  0.00000000E+00
  8.55580768E+00  0.00000000E+00  6.08671955E+00  0.00000000E+00  5.00000000E+00  0.00000000E+00
  8.49467844E+00  0.00000000E+00  6.17174515E+00  0.00000000E+00  5.00000000E+00  0.00000000E+00
  8.43270427E+00  0.00000000E+00  6.25615687E+00  0.00000000E+00  5.00000000E+00  0.00000000E+00
  8.36989133E+00  0.00000000E+00  6.33994631E+00  0.00000000E+00  5.00000000E+00  0.00000000E+00
  8.30624586E+00  0.00000000E+00  6.42310514E+00  0.00000000E+00  5.00000000E+00  0.00000000E+00
  8.24177421E+00  0.00000000E+00  6.50562509E+00  0.00000000E+00  5.00000000E+00  0.00000000E+00
  8.17648278E+00  0.00000000E+00  6.58749795E+00  0.00000000E+00  5.00000000E+00  0.00000000E+00
  8.11037807E+00  0.00000000E+00  6.66871558E+00  0.00000000E+00  5.00000000E+00  0.00000000E+00
  8.04346665E+00  0.00000000E+00  6.74926990E+00  0.00000000E+00  5.00000000E+00  0.00000000E+00
  7.97575518E+00  0.00000000E+00  6.82915290E+00  0.00000000E+00  5.00000000E+00  0.00000000E+00
  7.90725039E+00  0.00000000E+00  6.90835662E+00  0.00000000E+00  5.00000000E+00  0.00000000E+00
  7.83795910E+00  0.00000000E+00  6.98687320E+00  0.00000000E+00  5.00000000E+00  0.00000000E+00
  7.76788820E+00  0.00000000E+00  7.06469482E+00  0.00000000E+00  5.00000000E+00  0.00000000E+00
  7.69704465E+00  0.00000000E+00  7.14181375E+00  0.00000000E+00  5.00000000E+00  0.00000000E+00
  7.62543552E+00  0.00000000E+00  7.21822230E+00  0.00000000E+00  5.00000000E+00  0.00000000E+00
  7.55306790E+00  0.00000000E+00  7.29391289E+00  0.00000000E+00  5.00000000E+00  0.00000000E+00
  7.47994902E+00  0.00000000E+00  7.36887798E+00  0.00000000E+00  5.00000000E+00  0.00000000E+00
  7.40608613E+00  0.00000000E+00  7.44311012E+00  0.00000000E+00  5.00000000E+00  0.00000000E+00
  7.33148659E+00  0.00000000E+00  7.51660192E+00  0.00000000E+00  5.00000000E+00  0.00000000E+00
  7.25615781E+00  0.00000000E+00  7.58934607E+00  0.00000000E+00  5.00000000E+00  0.00000000E+00
  7.18010730E+00  0.00000000E+00  7.66133534E+00  0.00000000E+00  5.00000000E+00  0.00000000E+00
  7.10334260E+00  0.00000000E+00  7.73256257E+00  0.00000000E+00  5.00000000E+00  0.00000000E+00
  7.02587137E+00  0.00000000E+00  7.80302067E+00  0.00000000E+00  5.00000000E+00  0.00000000E+00
  6.94770129E+00  0.00000000E+00  7.87270263E+00  0.00000000E+00  5.00000000E+00  0.00000000E+00
  6.86884016E+00  0.00000000E+00  7.94160153E+00  0.00000000E+00  5.00000000E+00  0.00000000E+00
  6.78929581E+00  0.00000000E+00  8.00971050E+00  0.00000000E+00  5.00000000E+00  0.00000000E+00
  6.70907616E+00  0.00000000E+00  8.07702279E+00  0.00000000E+00  5.00000000E+00  0.00000000E+00
  6.62818918E+00  0.00000000E+00  8.14353168E+00  0.00000000E+00  5.00000000E+00  0.00000000E+00
  6.54664292E+00  0.00000000E+00  8.20923057E+00  0.00000000E+00  5.00000000E+00  0.00000000E+00
  6.46444549E+00  0.00000000E+00  8.27411291E+00  0.00000000E+00  5.00000000E+00  0.00000000E+00
  6.38160507E+00  0.00000000E+00  8.33817227E+00  0.00000000E+00  5.00000000E+00  0.00000000E+00
  6.29812989E+00  0.00000000E+00  8.40140225E+00  0.00000000E+00  5.00000000E+00  0.00000000E+00
  6.21402827E+00  0.00000000E+00  8.46379659E+00  0.00000000E+00  5.00000000E+00  0.00000000E+00
  6.12930856E+00  0.00000000E+00  8.52534906E+00  0.00000000E+00  5.00000000E+00  0.00000000E+00
  6.04397919E+00  0.00000000E+00  8.58605355E+00  0.00000000E+00  5.00000000E+00  0.00000000E+00
  5.95804865E+00  0.00000000E+00  8.64590402E+00  0.00000000E+00  5.00000000E+00  0.00000000E+00
  5.87152549E+00  0.00000000E+00  8.70489451E+00  0.00000000E+00  5.00000000E+00  0.00000000E+00
  5.78441831E+00  0.00000000E+00  8.76301916E+00  0.00000000E+00  5.00000000E+00  0.00000000E+00
  5.69673577E+00  0.00000000E+00  8.82027219E+00  0.00000000E+00  5.00000000E+00  0.00000000E+00
  5.60848660E+00  0.00000000E+00  8.87664790E+00  0.00000000E+00  5.00000000E+00  0.00000000E+00
  5.51967958E+00  0.00000000E+00  8.93214069E+00  0.00000000E+00  5.00000000E+00  0.00000000E+00
  5.43032354E+00  0.00000000E+00  8.98674503E+00  0.00000000E+00  5.00000000E+00  0.00000000E+00
  5.34042737E+00  0.00000000E+00  9.04045549E+00  0.00000000E+00  5.00000000E+00  0.00000000E+00
  5.25000000E+00  0.00000000E+00  9.09326674E+00  0.00000000E+00  5.00000000E+00  0.00000000E+00
  1.10000000E+01  0.00000000E+00  0.00000000E+00  0.00000000E+00  5.00000000E+00  0.00000000E+00
  1.09994529E+01  0.00000000E+00  1.09704591E-01  0.00000000E+00  5.00000000E+00  0.00000000E+00
  1.09978118E+01  0.00000000E+00  2.19398271E-01  0.00000000E+00  5.00000000E+00  0.00000000E+00
  1.09950768E+01  0.00000000E+00  3.29070128E-01  0.00000000E+00  5.00000000E+00  0.00000000E+00
  1.09912481E+01  0.00000000E+00  4.38709253E-01  0.00000000E+00  5.00000000E+00  0.00000000E+00
  1.09863261E+01  0.00000000E+00  5.48304742E-01  0.00000000E+00  5.00000000E+00  0.00000000E+00
  1.09803114E+01  0.00000000E+00  6.57845693E-01  0.00000000E+00  5.00000000E+00  0.00000000E+00
  1.09732046E+01  0.00000000E+00  7.67321211E-01  0.00000000E+00  5.00000000E+00  0.00000000E+00
  1.09650062E+01  0.00000000E+00  8.76720407E-01  0.00000000E+00  5.00000000E+00  0.00000000E+00
  1.09557172E+01  0.00000000E+00  9.86032398E-01  0.00000000E+00  5.00000000E+00  0.00000000E+00
  1.09453385E+01  0.00000000E+00  1.09524631E+00  0.00000000E+00  5.00000000E+00  0.00000000E+00
  1.09338711E+01  0.00000000E+00  1.20435129E+00  0.00000000E+00  5.00000000E+00  0.00000000E+00
  1.09213162E+01  0.00000000E+00  1.31333647E+00  0.00000000E+00  5.00000000E+00  0.00000000E+00
  1.09076749E+01  0.00000000E+00  1.42219102E+00  0.00000000E+00  5.00000000E+00  0.00000000E+00
  1.08929488E+01  0.00000000E+00  1.53090411E+00  0.00000000E+00  5.00000000E+00  0.00000000E+00
  1.08771391E+01  0.00000000E+00  1.63946493E+00  0.00000000E+00  5.00000000E+00  0.00000000E+00
  1.08602475E+01  0.00000000E+00  1.74786267E+00  0.00000000E+00  5.00000000E+00  0.00000000E+00
  1.08422757E+01  0.00000000E+00  1.85608657E+00  0.00000000E+00  5.00000000E+00  0.00000000E+00
  1.08232255E+01  0.00000000E+00  1.96412584E+00  0.00000000E+00  5.00000000E+00  0.00000000E+00
  1.08030987E+01  0.00000000E+00  2.07196975E+00  0.00000000E+00  5.00000000E+00  0.00000000E+00
  1.07818974E+01  0.00000000E+00  2.17960758E+00  0.00000000E+00  5.00000000E+00  0.00000000E+00
  1.07596236E+01  0.00000000E+00  2.28702860E+00  0.00000000E+00  5.00000000E+00  0.00000000E+00
  1.07362796E+01  0.00000000E+00  2.39422214E+00  0.00000000E+00  5.00000000E+00  0.00000000E+00
  1.07118678E+01  0.00000000E+00  2.50117754E+00  0.00000000E+00  5.00000000E+00  0.00000000E+00
  1.06863904E+01  0.00000000E+00  2.60788415E+00  0.00000000E+00  5.00000000E+00  0.00000000E+00
  1.06598501E+01  0.00000000E+00  2.71433137E+00  0.00000000E+00  5.00000000E+00  0.00000000E+00
  1.06322496E+01  0.00000000E+00  2.82050861E+00  0.00000000E+00  5.00000000E+00  0.00000000E+00
