# F0(1,2),  F0(1,1),  F0(3,4),  F0(3,3) ,  F0(5,6),  F0(5,5),  F0(1,6),  F0(2,6),  F0(3,6),  F0(4,6),  PHY/(2.D0*PI),  PHZ/(2.D0*PI),  SCUM,  NOEL,  R(1,6),  R(2,6),  R(3,6),  R(4,6)
  2.60363E+00   3.00585E+00  -2.24905E+00   2.34482E+00   9.84190E-35   5.19092-270  -4.56447E-04  -7.40479E-03   0.00000E+00   0.00000E+00   2.03569E-01   2.45648E-01   2.47488E+02      1  3.11259E-03  -1.44502E-02   0.00000E+00   0.00000E+00
  2.60519E+00   2.95385E+00  -2.29701E+00   2.39021E+00   9.84190E-35   5.19092-270  -5.30658E-04  -7.46191E-03   0.00000E+00   0.00000E+00   2.04103E-01   2.46319E-01   2.48486E+02      1  2.96788E-03  -1.45401E-02   0.00000E+00   0.00000E+00
  2.60579E+00   2.90182E+00  -2.34582E+00   2.43656E+00   9.84190E-35   5.19092-270  -6.05433E-04  -7.51776E-03   0.00000E+00   0.00000E+00   2.04645E-01   2.46977E-01   2.49484E+02      1  2.82228E-03  -1.46281E-02   0.00000E+00   0.00000E+00
  2.60542E+00   2.84979E+00  -2.39551E+00   2.48389E+00   9.84190E-35   5.19092-270  -6.80759E-04  -7.57233E-03   0.00000E+00   0.00000E+00   2.05198E-01   2.47623E-01   2.50483E+02      1  2.67581E-03  -1.47141E-02   0.00000E+00   0.00000E+00
  2.60409E+00   2.79778E+00  -2.44608E+00   2.53223E+00   9.84190E-35   5.19092-270  -7.56623E-04  -7.62562E-03   0.00000E+00   0.00000E+00   2.05761E-01   2.48257E-01   2.51481E+02      1  2.52849E-03  -1.47982E-02   0.00000E+00   0.00000E+00
  2.60179E+00   2.74580E+00  -2.49755E+00   2.58158E+00   9.84190E-35   5.19092-270  -8.33013E-04  -7.67760E-03   0.00000E+00   0.00000E+00   2.06334E-01   2.48878E-01   2.52479E+02      1  2.38034E-03  -1.48803E-02   0.00000E+00   0.00000E+00
  2.59853E+00   2.69388E+00  -2.54996E+00   2.63198E+00   9.84190E-35   5.19092-270  -9.09915E-04  -7.72827E-03   0.00000E+00   0.00000E+00   2.06918E-01   2.49488E-01   2.53478E+02      1  2.23138E-03  -1.49604E-02   0.00000E+00   0.00000E+00
  2.59430E+00   2.64204E+00  -2.60330E+00   2.68342E+00   9.84190E-35   5.19092-270  -9.87316E-04  -7.77761E-03   0.00000E+00   0.00000E+00   2.07514E-01   2.50086E-01   2.54476E+02      1  2.08163E-03  -1.50386E-02   0.00000E+00   0.00000E+00
  2.58912E+00   2.59028E+00  -2.65761E+00   2.73594E+00   9.84190E-35   5.19092-270  -1.06520E-03  -7.82563E-03   0.00000E+00   0.00000E+00   2.08121E-01   2.50672E-01   2.55475E+02      1  1.93111E-03  -1.51147E-02   0.00000E+00   0.00000E+00
  2.58297E+00   2.53865E+00  -2.71291E+00   2.78956E+00   9.84190E-35   5.19092-270  -1.14356E-03  -7.87230E-03   0.00000E+00   0.00000E+00   2.08741E-01   2.51248E-01   2.56473E+02      1  1.77985E-03  -1.51889E-02   0.00000E+00   0.00000E+00
  2.57587E+00   2.48714E+00  -2.76921E+00   2.84429E+00   9.84190E-35   5.19092-270  -1.22238E-03  -7.91762E-03   0.00000E+00   0.00000E+00   2.09373E-01   2.51812E-01   2.57471E+02      1  1.62785E-03  -1.52610E-02   0.00000E+00   0.00000E+00
  2.56782E+00   2.43578E+00  -2.82653E+00   2.90016E+00   9.84190E-35   5.19092-270  -1.30165E-03  -7.96159E-03   0.00000E+00   0.00000E+00   2.10019E-01   2.52365E-01   2.58470E+02      1  1.47514E-03  -1.53310E-02   0.00000E+00   0.00000E+00
  2.55881E+00   2.38460E+00  -2.88490E+00   2.95718E+00   9.84190E-35   5.19092-270  -1.38134E-03  -8.00418E-03   0.00000E+00   0.00000E+00   2.10678E-01   2.52908E-01   2.59468E+02      1  1.32174E-03  -1.53990E-02   0.00000E+00   0.00000E+00
  2.54886E+00   2.33361E+00  -2.94434E+00   3.01537E+00   9.84190E-35   5.19092-270  -1.46146E-03  -8.04539E-03   0.00000E+00   0.00000E+00   2.11351E-01   2.53440E-01   2.60467E+02      1  1.16768E-03  -1.54650E-02   0.00000E+00   0.00000E+00
  2.54881E+00   2.33335E+00  -2.94433E+00   3.01547E+00   9.84190E-35   5.19092-270  -1.46187E-03  -8.04568E-03   0.00000E+00   0.00000E+00   2.11354E-01   2.53441E-01   2.60468E+02      1  1.16695E-03  -1.54655E-02   0.00000E+00   0.00000E+00
  1.92874E+00   1.46917E+00  -3.56209E+00   4.27143E+00   9.84190E-35   5.19092-270  -3.01470E-03  -8.04568E-03   0.00000E+00   0.00000E+00   2.27974E-01   2.62004E-01   2.79768E+02      1 -1.81791E-03  -1.54655E-02   0.00000E+00   0.00000E+00
  1.90326E+00   1.45003E+00  -3.55009E+00   4.30697E+00   9.84190E-35   5.19092-270  -3.05467E-03  -7.95209E-03   0.00000E+00   0.00000E+00   2.28519E-01   2.62189E-01   2.80268E+02      1 -1.89493E-03  -1.53642E-02   0.00000E+00   0.00000E+00
  1.87802E+00   1.43114E+00  -3.53762E+00   4.34239E+00   9.84190E-35   5.19092-270  -3.09417E-03  -7.85912E-03   0.00000E+00   0.00000E+00   2.29071E-01   2.62373E-01   2.80768E+02      1 -1.97144E-03  -1.52638E-02   0.00000E+00   0.00000E+00
  1.85303E+00   1.41250E+00  -3.52469E+00   4.37768E+00   9.84190E-35   5.19092-270  -3.13321E-03  -7.76676E-03   0.00000E+00   0.00000E+00   2.29630E-01   2.62555E-01   2.81267E+02      1 -2.04746E-03  -1.51643E-02   0.00000E+00   0.00000E+00
  1.82828E+00   1.39411E+00  -3.51130E+00   4.41284E+00   9.84190E-35   5.19092-270  -3.17179E-03  -7.67502E-03   0.00000E+00   0.00000E+00   2.30197E-01   2.62736E-01   2.81767E+02      1 -2.12298E-03  -1.50656E-02   0.00000E+00   0.00000E+00
  1.80377E+00   1.37597E+00  -3.49746E+00   4.44786E+00   9.84190E-35   5.19092-270  -3.20991E-03  -7.58388E-03   0.00000E+00   0.00000E+00   2.30771E-01   2.62916E-01   2.82267E+02      1 -2.19801E-03  -1.49677E-02   0.00000E+00   0.00000E+00
  1.77949E+00   1.35807E+00  -3.48316E+00   4.48274E+00   9.84190E-35   5.19092-270  -3.24758E-03  -7.49333E-03   0.00000E+00   0.00000E+00   2.31353E-01   2.63094E-01   2.82767E+02      1 -2.27256E-03  -1.48707E-02   0.00000E+00   0.00000E+00
  1.75544E+00   1.34041E+00  -3.46841E+00   4.51748E+00   9.84190E-35   5.19092-270  -3.28480E-03  -7.40337E-03   0.00000E+00   0.00000E+00   2.31942E-01   2.63271E-01   2.83266E+02      1 -2.34662E-03  -1.47745E-02   0.00000E+00   0.00000E+00
  1.73162E+00   1.32299E+00  -3.45321E+00   4.55207E+00   9.84190E-35   5.19092-270  -3.32157E-03  -7.31400E-03   0.00000E+00   0.00000E+00   2.32540E-01   2.63446E-01   2.83766E+02      1 -2.42020E-03  -1.46792E-02   0.00000E+00   0.00000E+00
  1.70802E+00   1.30581E+00  -3.43756E+00   4.58650E+00   9.84190E-35   5.19092-270  -3.35790E-03  -7.22520E-03   0.00000E+00   0.00000E+00   2.33145E-01   2.63620E-01   2.84266E+02      1 -2.49331E-03  -1.45846E-02   0.00000E+00   0.00000E+00
  1.68465E+00   1.28886E+00  -3.42146E+00   4.62077E+00   9.84190E-35   5.19092-270  -3.39378E-03  -7.13697E-03   0.00000E+00   0.00000E+00   2.33758E-01   2.63793E-01   2.84765E+02      1 -2.56595E-03  -1.44909E-02   0.00000E+00   0.00000E+00
  1.66150E+00   1.27215E+00  -3.40492E+00   4.65489E+00   9.84190E-35   5.19092-270  -3.42922E-03  -7.04931E-03   0.00000E+00   0.00000E+00   2.34379E-01   2.63964E-01   2.85265E+02      1 -2.63812E-03  -1.43980E-02   0.00000E+00   0.00000E+00
  1.63856E+00   1.25566E+00  -3.38793E+00   4.68883E+00   9.84190E-35   5.19092-270  -3.46423E-03  -6.96220E-03   0.00000E+00   0.00000E+00   2.35008E-01   2.64134E-01   2.85765E+02      1 -2.70983E-03  -1.43058E-02   0.00000E+00   0.00000E+00
  1.61584E+00   1.23940E+00  -3.37050E+00   4.72260E+00   9.84190E-35   5.19092-270  -3.49880E-03  -6.87564E-03   0.00000E+00   0.00000E+00   2.35645E-01   2.64303E-01   2.86264E+02      1 -2.78108E-03  -1.42145E-02   0.00000E+00   0.00000E+00
  1.59332E+00   1.22337E+00  -3.35264E+00   4.75620E+00   9.84190E-35   5.19092-270  -3.53295E-03  -6.78963E-03   0.00000E+00   0.00000E+00   2.36291E-01   2.64471E-01   2.86764E+02      1 -2.85188E-03  -1.41239E-02   0.00000E+00   0.00000E+00
  1.57101E+00   1.20756E+00  -3.33434E+00   4.78961E+00   9.84190E-35   5.19092-270  -3.56666E-03  -6.70415E-03   0.00000E+00   0.00000E+00   2.36945E-01   2.64638E-01   2.87264E+02      1 -2.92223E-03  -1.40341E-02   0.00000E+00   0.00000E+00
  1.54891E+00   1.19198E+00  -3.31560E+00   4.82284E+00   9.84190E-35   5.19092-270  -3.59995E-03  -6.61921E-03   0.00000E+00   0.00000E+00   2.37608E-01   2.64803E-01   2.87763E+02      1 -2.99213E-03  -1.39451E-02   0.00000E+00   0.00000E+00
  1.52701E+00   1.17661E+00  -3.29644E+00   4.85588E+00   9.84190E-35   5.19092-270  -3.63281E-03  -6.53479E-03   0.00000E+00   0.00000E+00   2.38280E-01   2.64968E-01   2.88263E+02      1 -3.06159E-03  -1.38569E-02   0.00000E+00   0.00000E+00
  1.50531E+00   1.16146E+00  -3.27684E+00   4.88873E+00   9.84190E-35   5.19092-270  -3.66526E-03  -6.45088E-03   0.00000E+00   0.00000E+00   2.38960E-01   2.65131E-01   2.88763E+02      1 -3.13061E-03  -1.37694E-02   0.00000E+00   0.00000E+00
  1.48380E+00   1.14653E+00  -3.25682E+00   4.92137E+00   9.84190E-35   5.19092-270  -3.69728E-03  -6.36750E-03   0.00000E+00   0.00000E+00   2.39649E-01   2.65293E-01   2.89262E+02      1 -3.19919E-03  -1.36826E-02   0.00000E+00   0.00000E+00
  1.46248E+00   1.13181E+00  -3.23638E+00   4.95382E+00   9.84190E-35   5.19092-270  -3.72890E-03  -6.28461E-03   0.00000E+00   0.00000E+00   2.40347E-01   2.65454E-01   2.89762E+02      1 -3.26734E-03  -1.35966E-02   0.00000E+00   0.00000E+00
  1.44136E+00   1.11731E+00  -3.21552E+00   4.98606E+00   9.84190E-35   5.19092-270  -3.76009E-03  -6.20223E-03   0.00000E+00   0.00000E+00   2.41054E-01   2.65614E-01   2.90262E+02      1 -3.33507E-03  -1.35113E-02   0.00000E+00   0.00000E+00
  1.42042E+00   1.10301E+00  -3.19423E+00   5.01809E+00   9.84190E-35   5.19092-270  -3.79088E-03  -6.12035E-03   0.00000E+00   0.00000E+00   2.41771E-01   2.65773E-01   2.90762E+02      1 -3.40237E-03  -1.34268E-02   0.00000E+00   0.00000E+00
  1.39967E+00   1.08892E+00  -3.17253E+00   5.04990E+00   9.84190E-35   5.19092-270  -3.82126E-03  -6.03895E-03   0.00000E+00   0.00000E+00   2.42496E-01   2.65931E-01   2.91261E+02      1 -3.46925E-03  -1.33430E-02   0.00000E+00   0.00000E+00
  1.37910E+00   1.07504E+00  -3.15042E+00   5.08150E+00   9.84190E-35   5.19092-270  -3.85124E-03  -5.95803E-03   0.00000E+00   0.00000E+00   2.43231E-01   2.66088E-01   2.91761E+02      1 -3.53572E-03  -1.32599E-02   0.00000E+00   0.00000E+00
  1.35870E+00   1.06136E+00  -3.12790E+00   5.11287E+00   9.84190E-35   5.19092-270  -3.88081E-03  -5.87759E-03   0.00000E+00   0.00000E+00   2.43976E-01   2.66244E-01   2.92261E+02      1 -3.60177E-03  -1.31775E-02   0.00000E+00   0.00000E+00
  1.33849E+00   1.04789E+00  -3.10498E+00   5.14402E+00   9.84190E-35   5.19092-270  -3.90998E-03  -5.79761E-03   0.00000E+00   0.00000E+00   2.44730E-01   2.66399E-01   2.92760E+02      1 -3.66741E-03  -1.30959E-02   0.00000E+00   0.00000E+00
  1.31845E+00   1.03461E+00  -3.08165E+00   5.17493E+00   9.84190E-35   5.19092-270  -3.93875E-03  -5.71811E-03   0.00000E+00   0.00000E+00   2.45494E-01   2.66553E-01   2.93260E+02      1 -3.73264E-03  -1.30149E-02   0.00000E+00   0.00000E+00
  1.29858E+00   1.02154E+00  -3.05791E+00   5.20561E+00   9.84190E-35   5.19092-270  -3.96713E-03  -5.63906E-03   0.00000E+00   0.00000E+00   2.46267E-01   2.66707E-01   2.93760E+02      1 -3.79747E-03  -1.29346E-02   0.00000E+00   0.00000E+00
  1.27888E+00   1.00866E+00  -3.03378E+00   5.23605E+00   9.84190E-35   5.19092-270  -3.99511E-03  -5.56046E-03   0.00000E+00   0.00000E+00   2.47051E-01   2.66859E-01   2.94259E+02      1 -3.86191E-03  -1.28550E-02   0.00000E+00   0.00000E+00
  1.25934E+00   9.95983E-01  -3.00926E+00   5.26625E+00   9.84190E-35   5.19092-270  -4.02270E-03  -5.48230E-03   0.00000E+00   0.00000E+00   2.47844E-01   2.67010E-01   2.94759E+02      1 -3.92594E-03  -1.27761E-02   0.00000E+00   0.00000E+00
  1.23997E+00   9.83496E-01  -2.98434E+00   5.29620E+00   9.84190E-35   5.19092-270  -4.04991E-03  -5.40459E-03   0.00000E+00   0.00000E+00   2.48648E-01   2.67161E-01   2.95259E+02      1 -3.98959E-03  -1.26979E-02   0.00000E+00   0.00000E+00
  1.22076E+00   9.71203E-01  -2.95904E+00   5.32590E+00   9.84190E-35   5.19092-270  -4.07672E-03  -5.32731E-03   0.00000E+00   0.00000E+00   2.49461E-01   2.67311E-01   2.95758E+02      1 -4.05284E-03  -1.26204E-02   0.00000E+00   0.00000E+00
  1.20171E+00   9.59100E-01  -2.93335E+00   5.35534E+00   9.84190E-35   5.19092-270  -4.10315E-03  -5.25046E-03   0.00000E+00   0.00000E+00   2.50285E-01   2.67460E-01   2.96258E+02      1 -4.11571E-03  -1.25435E-02   0.00000E+00   0.00000E+00
  1.18282E+00   9.47188E-01  -2.90728E+00   5.38453E+00   9.84190E-35   5.19092-270  -4.12920E-03  -5.17403E-03   0.00000E+00   0.00000E+00   2.51120E-01   2.67608E-01   2.96758E+02      1 -4.17820E-03  -1.24673E-02   0.00000E+00   0.00000E+00
  1.16407E+00   9.35463E-01  -2.88084E+00   5.41345E+00   9.84190E-35   5.19092-270  -4.15486E-03  -5.09802E-03   0.00000E+00   0.00000E+00   2.51965E-01   2.67755E-01   2.97258E+02      1 -4.24031E-03  -1.23917E-02   0.00000E+00   0.00000E+00
  1.14548E+00   9.23924E-01  -2.85401E+00   5.44211E+00   9.84190E-35   5.19092-270  -4.18015E-03  -5.02242E-03   0.00000E+00   0.00000E+00   2.52820E-01   2.67901E-01   2.97757E+02      1 -4.30204E-03  -1.23167E-02   0.00000E+00   0.00000E+00
  1.12704E+00   9.12571E-01  -2.82682E+00   5.47049E+00   9.84190E-35   5.19092-270  -4.20506E-03  -4.94722E-03   0.00000E+00   0.00000E+00   2.53686E-01   2.68047E-01   2.98257E+02      1 -4.36340E-03  -1.22425E-02   0.00000E+00   0.00000E+00
  1.10875E+00   9.01401E-01  -2.79926E+00   5.49861E+00   9.84190E-35   5.19092-270  -4.22960E-03  -4.87243E-03   0.00000E+00   0.00000E+00   2.54563E-01   2.68192E-01   2.98757E+02      1 -4.42439E-03  -1.21688E-02   0.00000E+00   0.00000E+00
  1.09060E+00   8.90413E-01  -2.77133E+00   5.52644E+00   9.84190E-35   5.19092-270  -4.25376E-03  -4.79802E-03   0.00000E+00   0.00000E+00   2.55451E-01   2.68336E-01   2.99256E+02      1 -4.48502E-03  -1.20958E-02   0.00000E+00   0.00000E+00
  1.07259E+00   8.79605E-01  -2.74305E+00   5.55400E+00   9.84190E-35   5.19092-270  -4.27755E-03  -4.72400E-03   0.00000E+00   0.00000E+00   2.56349E-01   2.68480E-01   2.99756E+02      1 -4.54528E-03  -1.20234E-02   0.00000E+00   0.00000E+00
  1.05472E+00   8.68977E-01  -2.71440E+00   5.58127E+00   9.84190E-35   5.19092-270  -4.30097E-03  -4.65037E-03   0.00000E+00   0.00000E+00   2.57259E-01   2.68623E-01   3.00256E+02      1 -4.60518E-03  -1.19516E-02   0.00000E+00   0.00000E+00
  1.03699E+00   8.58527E-01  -2.68541E+00   5.60825E+00   9.84190E-35   5.19092-270  -4.32403E-03  -4.57711E-03   0.00000E+00   0.00000E+00   2.58180E-01   2.68765E-01   3.00755E+02      1 -4.66472E-03  -1.18805E-02   0.00000E+00   0.00000E+00
  1.01939E+00   8.48253E-01  -2.65606E+00   5.63494E+00   9.84190E-35   5.19092-270  -4.34672E-03  -4.50422E-03   0.00000E+00   0.00000E+00   2.59112E-01   2.68906E-01   3.01255E+02      1 -4.72391E-03  -1.18099E-02   0.00000E+00   0.00000E+00
  1.00193E+00   8.38155E-01  -2.62637E+00   5.66134E+00   9.84190E-35   5.19092-270  -4.36905E-03  -4.43170E-03   0.00000E+00   0.00000E+00   2.60055E-01   2.69047E-01   3.01755E+02      1 -4.78275E-03  -1.17400E-02   0.00000E+00   0.00000E+00
  9.84594E-01   8.28230E-01  -2.59634E+00   5.68744E+00   9.84190E-35   5.19092-270  -4.39102E-03  -4.35953E-03   0.00000E+00   0.00000E+00   2.61009E-01   2.69187E-01   3.02254E+02      1 -4.84124E-03  -1.16706E-02   0.00000E+00   0.00000E+00
  9.67387E-01   8.18478E-01  -2.56597E+00   5.71323E+00   9.84190E-35   5.19092-270  -4.41262E-03  -4.28772E-03   0.00000E+00   0.00000E+00   2.61975E-01   2.69327E-01   3.02754E+02      1 -4.89939E-03  -1.16018E-02   0.00000E+00   0.00000E+00
  9.50307E-01   8.08897E-01  -2.53527E+00   5.73872E+00   9.84190E-35   5.19092-270  -4.43387E-03  -4.21626E-03   0.00000E+00   0.00000E+00   2.62953E-01   2.69466E-01   3.03254E+02      1 -4.95719E-03  -1.15337E-02   0.00000E+00   0.00000E+00
  9.33350E-01   7.99486E-01  -2.50424E+00   5.76390E+00   9.84190E-35   5.19092-270  -4.45476E-03  -4.14514E-03   0.00000E+00   0.00000E+00   2.63942E-01   2.69604E-01   3.03754E+02      1 -5.01465E-03  -1.14661E-02   0.00000E+00   0.00000E+00
  9.16514E-01   7.90243E-01  -2.47288E+00   5.78877E+00   9.84190E-35   5.19092-270  -4.47530E-03  -4.07435E-03   0.00000E+00   0.00000E+00   2.64942E-01   2.69742E-01   3.04253E+02      1 -5.07178E-03  -1.13990E-02   0.00000E+00   0.00000E+00
  8.99797E-01   7.81169E-01  -2.44120E+00   5.81333E+00   9.84190E-35   5.19092-270  -4.49549E-03  -4.00390E-03   0.00000E+00   0.00000E+00   2.65954E-01   2.69879E-01   3.04753E+02      1 -5.12858E-03  -1.13326E-02   0.00000E+00   0.00000E+00
  8.83198E-01   7.72261E-01  -2.40920E+00   5.83757E+00   9.84190E-35   5.19092-270  -4.51532E-03  -3.93377E-03   0.00000E+00   0.00000E+00   2.66978E-01   2.70015E-01   3.05253E+02      1 -5.18504E-03  -1.12667E-02   0.00000E+00   0.00000E+00
  8.66713E-01   7.63518E-01  -2.37689E+00   5.86148E+00   9.84190E-35   5.19092-270  -4.53480E-03  -3.86397E-03   0.00000E+00   0.00000E+00   2.68014E-01   2.70151E-01   3.05752E+02      1 -5.24118E-03  -1.12014E-02   0.00000E+00   0.00000E+00
  8.50341E-01   7.54939E-01  -2.34427E+00   5.88507E+00   9.84190E-35   5.19092-270  -4.55394E-03  -3.79448E-03   0.00000E+00   0.00000E+00   2.69062E-01   2.70287E-01   3.06252E+02      1 -5.29699E-03  -1.11366E-02   0.00000E+00   0.00000E+00
  8.34079E-01   7.46524E-01  -2.31135E+00   5.90834E+00   9.84190E-35   5.19092-270  -4.57273E-03  -3.72529E-03   0.00000E+00   0.00000E+00   2.70121E-01   2.70422E-01   3.06752E+02      1 -5.35248E-03  -1.10724E-02   0.00000E+00   0.00000E+00
  8.17926E-01   7.38270E-01  -2.27812E+00   5.93127E+00   9.84190E-35   5.19092-270  -4.59117E-03  -3.65641E-03   0.00000E+00   0.00000E+00   2.71192E-01   2.70556E-01   3.07251E+02      1 -5.40765E-03  -1.10087E-02   0.00000E+00   0.00000E+00
  8.01879E-01   7.30177E-01  -2.24460E+00   5.95387E+00   9.84190E-35   5.19092-270  -4.60927E-03  -3.58783E-03   0.00000E+00   0.00000E+00   2.72275E-01   2.70690E-01   3.07751E+02      1 -5.46250E-03  -1.09455E-02   0.00000E+00   0.00000E+00
  7.85936E-01   7.22244E-01  -2.21079E+00   5.97614E+00   9.84190E-35   5.19092-270  -4.62703E-03  -3.51954E-03   0.00000E+00   0.00000E+00   2.73371E-01   2.70823E-01   3.08251E+02      1 -5.51704E-03  -1.08829E-02   0.00000E+00   0.00000E+00
  7.70096E-01   7.14470E-01  -2.17669E+00   5.99806E+00   9.84190E-35   5.19092-270  -4.64445E-03  -3.45154E-03   0.00000E+00   0.00000E+00   2.74478E-01   2.70956E-01   3.08750E+02      1 -5.57126E-03  -1.08208E-02   0.00000E+00   0.00000E+00
  7.54356E-01   7.06853E-01  -2.14230E+00   6.01964E+00   9.84190E-35   5.19092-270  -4.66153E-03  -3.38383E-03   0.00000E+00   0.00000E+00   2.75597E-01   2.71088E-01   3.09250E+02      1 -5.62518E-03  -1.07593E-02   0.00000E+00   0.00000E+00
  7.38713E-01   6.99393E-01  -2.10764E+00   6.04088E+00   9.84190E-35   5.19092-270  -4.67827E-03  -3.31638E-03   0.00000E+00   0.00000E+00   2.76728E-01   2.71220E-01   3.09750E+02      1 -5.67879E-03  -1.06982E-02   0.00000E+00   0.00000E+00
  7.23167E-01   6.92089E-01  -2.07270E+00   6.06177E+00   9.84190E-35   5.19092-270  -4.69468E-03  -3.24921E-03   0.00000E+00   0.00000E+00   2.77871E-01   2.71352E-01   3.10249E+02      1 -5.73210E-03  -1.06377E-02   0.00000E+00   0.00000E+00
  7.07715E-01   6.84940E-01  -2.03750E+00   6.08231E+00   9.84190E-35   5.19092-270  -4.71075E-03  -3.18231E-03   0.00000E+00   0.00000E+00   2.79026E-01   2.71483E-01   3.10749E+02      1 -5.78511E-03  -1.05776E-02   0.00000E+00   0.00000E+00
  6.92355E-01   6.77945E-01  -2.00203E+00   6.10249E+00   9.84190E-35   5.19092-270  -4.72649E-03  -3.11566E-03   0.00000E+00   0.00000E+00   2.80193E-01   2.71613E-01   3.11249E+02      1 -5.83782E-03  -1.05181E-02   0.00000E+00   0.00000E+00
  6.77085E-01   6.71103E-01  -1.96630E+00   6.12232E+00   9.84190E-35   5.19092-270  -4.74189E-03  -3.04928E-03   0.00000E+00   0.00000E+00   2.81372E-01   2.71743E-01   3.11749E+02      1 -5.89023E-03  -1.04591E-02   0.00000E+00   0.00000E+00
  6.61903E-01   6.64413E-01  -1.93031E+00   6.14179E+00   9.84190E-35   5.19092-270  -4.75697E-03  -2.98314E-03   0.00000E+00   0.00000E+00   2.82564E-01   2.71873E-01   3.12248E+02      1 -5.94235E-03  -1.04005E-02   0.00000E+00   0.00000E+00
  6.46806E-01   6.57874E-01  -1.89407E+00   6.16090E+00   9.84190E-35   5.19092-270  -4.77171E-03  -2.91724E-03   0.00000E+00   0.00000E+00   2.83766E-01   2.72002E-01   3.12748E+02      1 -5.99417E-03  -1.03425E-02   0.00000E+00   0.00000E+00
  6.31794E-01   6.51486E-01  -1.85759E+00   6.17965E+00   9.84190E-35   5.19092-270  -4.78612E-03  -2.85159E-03   0.00000E+00   0.00000E+00   2.84981E-01   2.72131E-01   3.13248E+02      1 -6.04571E-03  -1.02849E-02   0.00000E+00   0.00000E+00
  6.16865E-01   6.45247E-01  -1.82086E+00   6.19803E+00   9.84190E-35   5.19092-270  -4.80021E-03  -2.78617E-03   0.00000E+00   0.00000E+00   2.86208E-01   2.72260E-01   3.13747E+02      1 -6.09696E-03  -1.02278E-02   0.00000E+00   0.00000E+00
  6.02015E-01   6.39157E-01  -1.78390E+00   6.21604E+00   9.84190E-35   5.19092-270  -4.81397E-03  -2.72098E-03   0.00000E+00   0.00000E+00   2.87446E-01   2.72388E-01   3.14247E+02      1 -6.14793E-03  -1.01711E-02   0.00000E+00   0.00000E+00
  5.87243E-01   6.33215E-01  -1.74670E+00   6.23368E+00   9.84190E-35   5.19092-270  -4.82741E-03  -2.65601E-03   0.00000E+00   0.00000E+00   2.88697E-01   2.72516E-01   3.14747E+02      1 -6.19861E-03  -1.01150E-02   0.00000E+00   0.00000E+00
  5.72548E-01   6.27421E-01  -1.70928E+00   6.25095E+00   9.84190E-35   5.19092-270  -4.84052E-03  -2.59126E-03   0.00000E+00   0.00000E+00   2.89958E-01   2.72643E-01   3.15246E+02      1 -6.24902E-03  -1.00593E-02   0.00000E+00   0.00000E+00
  5.57928E-01   6.21772E-01  -1.67164E+00   6.26785E+00   9.84190E-35   5.19092-270  -4.85331E-03  -2.52672E-03   0.00000E+00   0.00000E+00   2.91232E-01   2.72770E-01   3.15746E+02      1 -6.29915E-03  -1.00040E-02   0.00000E+00   0.00000E+00
  5.43380E-01   6.16270E-01  -1.63377E+00   6.28437E+00   9.84190E-35   5.19092-270  -4.86577E-03  -2.46239E-03   0.00000E+00   0.00000E+00   2.92517E-01   2.72897E-01   3.16246E+02      1 -6.34900E-03  -9.94920E-03   0.00000E+00   0.00000E+00
  5.28902E-01   6.10912E-01  -1.59570E+00   6.30050E+00   9.84190E-35   5.19092-270  -4.87792E-03  -2.39826E-03   0.00000E+00   0.00000E+00   2.93813E-01   2.73023E-01   3.16745E+02      1 -6.39858E-03  -9.89485E-03   0.00000E+00   0.00000E+00
  5.14493E-01   6.05699E-01  -1.55742E+00   6.31626E+00   9.84190E-35   5.19092-270  -4.88975E-03  -2.33434E-03   0.00000E+00   0.00000E+00   2.95120E-01   2.73149E-01   3.17245E+02      1 -6.44789E-03  -9.84094E-03   0.00000E+00   0.00000E+00
  5.00152E-01   6.00630E-01  -1.51893E+00   6.33163E+00   9.84190E-35   5.19092-270  -4.90125E-03  -2.27060E-03   0.00000E+00   0.00000E+00   2.96439E-01   2.73275E-01   3.17745E+02      1 -6.49693E-03  -9.78746E-03   0.00000E+00   0.00000E+00
  4.85875E-01   5.95703E-01  -1.48025E+00   6.34662E+00   9.84190E-35   5.19092-270  -4.91244E-03  -2.20705E-03   0.00000E+00   0.00000E+00   2.97768E-01   2.73400E-01   3.18245E+02      1 -6.54571E-03  -9.73441E-03   0.00000E+00   0.00000E+00
  4.71661E-01   5.90919E-01  -1.44138E+00   6.36122E+00   9.84190E-35   5.19092-270  -4.92331E-03  -2.14368E-03   0.00000E+00   0.00000E+00   2.99109E-01   2.73526E-01   3.18744E+02      1 -6.59422E-03  -9.68179E-03   0.00000E+00   0.00000E+00
  4.57509E-01   5.86276E-01  -1.40232E+00   6.37543E+00   9.84190E-35   5.19092-270  -4.93387E-03  -2.08049E-03   0.00000E+00   0.00000E+00   3.00460E-01   2.73650E-01   3.19244E+02      1 -6.64247E-03  -9.62960E-03   0.00000E+00   0.00000E+00
  4.43416E-01   5.81775E-01  -1.36307E+00   6.38925E+00   9.84190E-35   5.19092-270  -4.94411E-03  -2.01747E-03   0.00000E+00   0.00000E+00   3.01822E-01   2.73775E-01   3.19744E+02      1 -6.69046E-03  -9.57782E-03   0.00000E+00   0.00000E+00
