# F0(1,2),  F0(1,1),  F0(3,4),  F0(3,3) ,  F0(5,6),  F0(5,5),  F0(1,6),  F0(2,6),  F0(3,6),  F0(4,6),  PHY/(2.D0*PI),  PHZ/(2.D0*PI),  SCUM,  NOEL,  R(1,6),  R(2,6),  R(3,6),  R(4,6)
 -1.39946E+00   1.08882E+00   3.17248E+00   5.04998E+00   9.84190E-35   5.19092-270  -3.82128E-03   6.03830E-03   0.00000E+00   0.00000E+00   1.08599E-01   1.18568E-02   4.49721E+01      1  1.97506E-03   9.16289E-03   0.00000E+00   0.00000E+00
 -1.42021E+00   1.10290E+00   3.19418E+00   5.01816E+00   9.84190E-35   5.19092-270  -3.79091E-03   6.11970E-03   0.00000E+00   0.00000E+00   1.09325E-01   1.20148E-02   4.54718E+01      1  2.02114E-03   9.28206E-03   0.00000E+00   0.00000E+00
 -1.44115E+00   1.11720E+00   3.21547E+00   4.98613E+00   9.84190E-35   5.19092-270  -3.76012E-03   6.20158E-03   0.00000E+00   0.00000E+00   1.10041E-01   1.21738E-02   4.59715E+01      1  2.06781E-03   9.40181E-03   0.00000E+00   0.00000E+00
 -1.46227E+00   1.13170E+00   3.23633E+00   4.95389E+00   9.84190E-35   5.19092-270  -3.72892E-03   6.28397E-03   0.00000E+00   0.00000E+00   1.10748E-01   1.23338E-02   4.64712E+01      1  2.11508E-03   9.52216E-03   0.00000E+00   0.00000E+00
 -1.48358E+00   1.14642E+00   3.25678E+00   4.92145E+00   9.84190E-35   5.19092-270  -3.69732E-03   6.36685E-03   0.00000E+00   0.00000E+00   1.11446E-01   1.24949E-02   4.69709E+01      1  2.16296E-03   9.64312E-03   0.00000E+00   0.00000E+00
 -1.50509E+00   1.16135E+00   3.27680E+00   4.88880E+00   9.84190E-35   5.19092-270  -3.66529E-03   6.45024E-03   0.00000E+00   0.00000E+00   1.12135E-01   1.26570E-02   4.74706E+01      1  2.21144E-03   9.76469E-03   0.00000E+00   0.00000E+00
 -1.52679E+00   1.17650E+00   3.29639E+00   4.85595E+00   9.84190E-35   5.19092-270  -3.63285E-03   6.53414E-03   0.00000E+00   0.00000E+00   1.12816E-01   1.28202E-02   4.79703E+01      1  2.26054E-03   9.88688E-03   0.00000E+00   0.00000E+00
 -1.54869E+00   1.19186E+00   3.31556E+00   4.82291E+00   9.84190E-35   5.19092-270  -3.59999E-03   6.61856E-03   0.00000E+00   0.00000E+00   1.13487E-01   1.29846E-02   4.84700E+01      1  2.31024E-03   1.00097E-02   0.00000E+00   0.00000E+00
 -1.57079E+00   1.20744E+00   3.33430E+00   4.78969E+00   9.84190E-35   5.19092-270  -3.56670E-03   6.70350E-03   0.00000E+00   0.00000E+00   1.14150E-01   1.31500E-02   4.89696E+01      1  2.36056E-03   1.01332E-02   0.00000E+00   0.00000E+00
 -1.59309E+00   1.22325E+00   3.35260E+00   4.75627E+00   9.84190E-35   5.19092-270  -3.53299E-03   6.78898E-03   0.00000E+00   0.00000E+00   1.14804E-01   1.33167E-02   4.94693E+01      1  2.41150E-03   1.02573E-02   0.00000E+00   0.00000E+00
 -1.61560E+00   1.23928E+00   3.37046E+00   4.72268E+00   9.84190E-35   5.19092-270  -3.49886E-03   6.87499E-03   0.00000E+00   0.00000E+00   1.15450E-01   1.34845E-02   4.99690E+01      1  2.46305E-03   1.03820E-02   0.00000E+00   0.00000E+00
 -1.63833E+00   1.25553E+00   3.38789E+00   4.68891E+00   9.84190E-35   5.19092-270  -3.46429E-03   6.96155E-03   0.00000E+00   0.00000E+00   1.16088E-01   1.36535E-02   5.04687E+01      1  2.51524E-03   1.05074E-02   0.00000E+00   0.00000E+00
 -1.66126E+00   1.27202E+00   3.40488E+00   4.65496E+00   9.84190E-35   5.19092-270  -3.42928E-03   7.04866E-03   0.00000E+00   0.00000E+00   1.16717E-01   1.38237E-02   5.09684E+01      1  2.56805E-03   1.06335E-02   0.00000E+00   0.00000E+00
 -1.68441E+00   1.28873E+00   3.42142E+00   4.62085E+00   9.84190E-35   5.19092-270  -3.39384E-03   7.13632E-03   0.00000E+00   0.00000E+00   1.17338E-01   1.39952E-02   5.14681E+01      1  2.62149E-03   1.07602E-02   0.00000E+00   0.00000E+00
 -1.70778E+00   1.30567E+00   3.43752E+00   4.58658E+00   9.84190E-35   5.19092-270  -3.35796E-03   7.22455E-03   0.00000E+00   0.00000E+00   1.17951E-01   1.41679E-02   5.19678E+01      1  2.67557E-03   1.08876E-02   0.00000E+00   0.00000E+00
 -1.73137E+00   1.32285E+00   3.45317E+00   4.55215E+00   9.84190E-35   5.19092-270  -3.32164E-03   7.31335E-03   0.00000E+00   0.00000E+00   1.18556E-01   1.43420E-02   5.24675E+01      1  2.73028E-03   1.10158E-02   0.00000E+00   0.00000E+00
 -1.75519E+00   1.34027E+00   3.46838E+00   4.51756E+00   9.84190E-35   5.19092-270  -3.28487E-03   7.40272E-03   0.00000E+00   0.00000E+00   1.19153E-01   1.45173E-02   5.29672E+01      1  2.78564E-03   1.11446E-02   0.00000E+00   0.00000E+00
 -1.77923E+00   1.35793E+00   3.48313E+00   4.48282E+00   9.84190E-35   5.19092-270  -3.24766E-03   7.49268E-03   0.00000E+00   0.00000E+00   1.19743E-01   1.46940E-02   5.34669E+01      1  2.84164E-03   1.12741E-02   0.00000E+00   0.00000E+00
 -1.80351E+00   1.37582E+00   3.49743E+00   4.44794E+00   9.84190E-35   5.19092-270  -3.20999E-03   7.58323E-03   0.00000E+00   0.00000E+00   1.20324E-01   1.48721E-02   5.39665E+01      1  2.89829E-03   1.14043E-02   0.00000E+00   0.00000E+00
 -1.82802E+00   1.39397E+00   3.51127E+00   4.41292E+00   9.84190E-35   5.19092-270  -3.17187E-03   7.67437E-03   0.00000E+00   0.00000E+00   1.20899E-01   1.50517E-02   5.44662E+01      1  2.95560E-03   1.15353E-02   0.00000E+00   0.00000E+00
 -1.85277E+00   1.41235E+00   3.52466E+00   4.37776E+00   9.84190E-35   5.19092-270  -3.13330E-03   7.76611E-03   0.00000E+00   0.00000E+00   1.21465E-01   1.52326E-02   5.49659E+01      1  3.01355E-03   1.16669E-02   0.00000E+00   0.00000E+00
 -1.87776E+00   1.43099E+00   3.53759E+00   4.34247E+00   9.84190E-35   5.19092-270  -3.09426E-03   7.85846E-03   0.00000E+00   0.00000E+00   1.22025E-01   1.54150E-02   5.54656E+01      1  3.07217E-03   1.17994E-02   0.00000E+00   0.00000E+00
 -1.90299E+00   1.44987E+00   3.55006E+00   4.30705E+00   9.84190E-35   5.19092-270  -3.05476E-03   7.95143E-03   0.00000E+00   0.00000E+00   1.22577E-01   1.55989E-02   5.59653E+01      1  3.13145E-03   1.19325E-02   0.00000E+00   0.00000E+00
 -1.92847E+00   1.46901E+00   3.56206E+00   4.27152E+00   9.84190E-35   5.19092-270  -3.01480E-03   8.04502E-03   0.00000E+00   0.00000E+00   1.23121E-01   1.57843E-02   5.64650E+01      1  3.19140E-03   1.20664E-02   0.00000E+00   0.00000E+00
 -1.92874E+00   1.46917E+00   3.56319E+00   4.27143E+00   9.84190E-35   5.19092-270  -3.01453E-03   8.04559E-03   0.00000E+00   0.00000E+00   1.23127E-01   1.57847E-02   5.64661E+01      1  3.19181E-03   1.20673E-02   0.00000E+00   0.00000E+00
 -2.54881E+00   2.33335E+00   2.94444E+00   3.01547E+00   9.84190E-35   5.19092-270  -1.46171E-03   8.04559E-03   0.00000E+00   0.00000E+00   1.39747E-01   2.43477E-02   7.57663E+01      1  5.52081E-03   1.20673E-02   0.00000E+00   0.00000E+00
 -2.55876E+00   2.38434E+00   2.88500E+00   2.95727E+00   9.84190E-35   5.19092-270  -1.38160E-03   8.00438E-03   0.00000E+00   0.00000E+00   1.40421E-01   2.48798E-02   7.67647E+01      1  5.64076E-03   1.19611E-02   0.00000E+00   0.00000E+00
 -2.56778E+00   2.43552E+00   2.82663E+00   2.90025E+00   9.84190E-35   5.19092-270  -1.30190E-03   7.96179E-03   0.00000E+00   0.00000E+00   1.41080E-01   2.54224E-02   7.77631E+01      1  5.75963E-03   1.18532E-02   0.00000E+00   0.00000E+00
 -2.57583E+00   2.48688E+00   2.76930E+00   2.84438E+00   9.84190E-35   5.19092-270  -1.22263E-03   7.91783E-03   0.00000E+00   0.00000E+00   1.41726E-01   2.59757E-02   7.87615E+01      1  5.87742E-03   1.17435E-02   0.00000E+00   0.00000E+00
 -2.58294E+00   2.53838E+00   2.71300E+00   2.78965E+00   9.84190E-35   5.19092-270  -1.14381E-03   7.87251E-03   0.00000E+00   0.00000E+00   1.42358E-01   2.65397E-02   7.97598E+01      1  5.99411E-03   1.16322E-02   0.00000E+00   0.00000E+00
 -2.58909E+00   2.59002E+00   2.65770E+00   2.73603E+00   9.84190E-35   5.19092-270  -1.06545E-03   7.82584E-03   0.00000E+00   0.00000E+00   1.42978E-01   2.71149E-02   8.07582E+01      1  6.10968E-03   1.15191E-02   0.00000E+00   0.00000E+00
 -2.59428E+00   2.64177E+00   2.60339E+00   2.68351E+00   9.84190E-35   5.19092-270  -9.87560E-04   7.77783E-03   0.00000E+00   0.00000E+00   1.43585E-01   2.77013E-02   8.17566E+01      1  6.22411E-03   1.14044E-02   0.00000E+00   0.00000E+00
 -2.59851E+00   2.69362E+00   2.55004E+00   2.63206E+00   9.84190E-35   5.19092-270  -9.10156E-04   7.72848E-03   0.00000E+00   0.00000E+00   1.44181E-01   2.82992E-02   8.27550E+01      1  6.33739E-03   1.12880E-02   0.00000E+00   0.00000E+00
 -2.60178E+00   2.74554E+00   2.49764E+00   2.58167E+00   9.84190E-35   5.19092-270  -8.33252E-04   7.67782E-03   0.00000E+00   0.00000E+00   1.44765E-01   2.89088E-02   8.37534E+01      1  6.44949E-03   1.11699E-02   0.00000E+00   0.00000E+00
 -2.60408E+00   2.79751E+00   2.44616E+00   2.53231E+00   9.84190E-35   5.19092-270  -7.56860E-04   7.62584E-03   0.00000E+00   0.00000E+00   1.45338E-01   2.95303E-02   8.47517E+01      1  6.56041E-03   1.10502E-02   0.00000E+00   0.00000E+00
 -2.60542E+00   2.84952E+00   2.39559E+00   2.48397E+00   9.84190E-35   5.19092-270  -6.80994E-04   7.57256E-03   0.00000E+00   0.00000E+00   1.45901E-01   3.01638E-02   8.57501E+01      1  6.67013E-03   1.09289E-02   0.00000E+00   0.00000E+00
 -2.60579E+00   2.90155E+00   2.34591E+00   2.43664E+00   9.84190E-35   5.19092-270  -6.05666E-04   7.51799E-03   0.00000E+00   0.00000E+00   1.46454E-01   3.08097E-02   8.67485E+01      1  6.77863E-03   1.08060E-02   0.00000E+00   0.00000E+00
 -2.60520E+00   2.95358E+00   2.29709E+00   2.39028E+00   9.84190E-35   5.19092-270  -5.30888E-04   7.46214E-03   0.00000E+00   0.00000E+00   1.46996E-01   3.14681E-02   8.77469E+01      1  6.88589E-03   1.06815E-02   0.00000E+00   0.00000E+00
 -2.60364E+00   3.00559E+00   2.24913E+00   2.34490E+00   9.84190E-35   5.19092-270  -4.56675E-04   7.40502E-03   0.00000E+00   0.00000E+00   1.47530E-01   3.21393E-02   8.87453E+01      1  6.99190E-03   1.05555E-02   0.00000E+00   0.00000E+00
 -2.60112E+00   3.05755E+00   2.20200E+00   2.30046E+00   9.84190E-35   5.19092-270  -3.83038E-04   7.34664E-03   0.00000E+00   0.00000E+00   1.48054E-01   3.28235E-02   8.97436E+01      1  7.09665E-03   1.04279E-02   0.00000E+00   0.00000E+00
 -2.59764E+00   3.10946E+00   2.15568E+00   2.25695E+00   9.84190E-35   5.19092-270  -3.09990E-04   7.28701E-03   0.00000E+00   0.00000E+00   1.48569E-01   3.35208E-02   9.07420E+01      1  7.20012E-03   1.02987E-02   0.00000E+00   0.00000E+00
 -2.59319E+00   3.16128E+00   2.11016E+00   2.21436E+00   9.84190E-35   5.19092-270  -2.37544E-04   7.22615E-03   0.00000E+00   0.00000E+00   1.49076E-01   3.42316E-02   9.17404E+01      1  7.30228E-03   1.01680E-02   0.00000E+00   0.00000E+00
 -2.58778E+00   3.21301E+00   2.06543E+00   2.17268E+00   9.84190E-35   5.19092-270  -1.65711E-04   7.16406E-03   0.00000E+00   0.00000E+00   1.49575E-01   3.49560E-02   9.27388E+01      1  7.40314E-03   1.00359E-02   0.00000E+00   0.00000E+00
 -2.58142E+00   3.26462E+00   2.02146E+00   2.13188E+00   9.84190E-35   5.19092-270  -9.45040E-05   7.10077E-03   0.00000E+00   0.00000E+00   1.50065E-01   3.56944E-02   9.37372E+01      1  7.50267E-03   9.90225E-03   0.00000E+00   0.00000E+00
 -2.57410E+00   3.31610E+00   1.97823E+00   2.09195E+00   9.84190E-35   5.19092-270  -2.39349E-05   7.03627E-03   0.00000E+00   0.00000E+00   1.50548E-01   3.64468E-02   9.47355E+01      1  7.60086E-03   9.76716E-03   0.00000E+00   0.00000E+00
 -2.56582E+00   3.36741E+00   1.93575E+00   2.05287E+00   9.84190E-35   5.19092-270   4.59845E-05   6.97058E-03   0.00000E+00   0.00000E+00   1.51024E-01   3.72136E-02   9.57339E+01      1  7.69769E-03   9.63062E-03   0.00000E+00   0.00000E+00
 -2.55660E+00   3.41856E+00   1.89397E+00   2.01464E+00   9.84190E-35   5.19092-270   1.15242E-04   6.90371E-03   0.00000E+00   0.00000E+00   1.51492E-01   3.79949E-02   9.67323E+01      1  7.79315E-03   9.49266E-03   0.00000E+00   0.00000E+00
 -2.54642E+00   3.46951E+00   1.85290E+00   1.97723E+00   9.84190E-35   5.19092-270   1.83827E-04   6.83568E-03   0.00000E+00   0.00000E+00   1.51953E-01   3.87911E-02   9.77307E+01      1  7.88723E-03   9.35329E-03   0.00000E+00   0.00000E+00
 -2.53531E+00   3.52024E+00   1.81252E+00   1.94064E+00   9.84190E-35   5.19092-270   2.51726E-04   6.76650E-03   0.00000E+00   0.00000E+00   1.52408E-01   3.96023E-02   9.87291E+01      1  7.97991E-03   9.21254E-03   0.00000E+00   0.00000E+00
 -2.52325E+00   3.57075E+00   1.77281E+00   1.90484E+00   9.84190E-35   5.19092-270   3.18930E-04   6.69618E-03   0.00000E+00   0.00000E+00   1.52856E-01   4.04287E-02   9.97274E+01      1  8.07118E-03   9.07042E-03   0.00000E+00   0.00000E+00
 -2.51026E+00   3.62101E+00   1.73375E+00   1.86983E+00   9.84190E-35   5.19092-270   3.85425E-04   6.62473E-03   0.00000E+00   0.00000E+00   1.53298E-01   4.12707E-02   1.00726E+02      1  8.16102E-03   8.92696E-03   0.00000E+00   0.00000E+00
 -2.49634E+00   3.67099E+00   1.69534E+00   1.83560E+00   9.84190E-35   5.19092-270   4.51202E-04   6.55217E-03   0.00000E+00   0.00000E+00   1.53734E-01   4.21284E-02   1.01724E+02      1  8.24943E-03   8.78217E-03   0.00000E+00   0.00000E+00
 -2.48150E+00   3.72070E+00   1.65755E+00   1.80213E+00   9.84190E-35   5.19092-270   5.16249E-04   6.47851E-03   0.00000E+00   0.00000E+00   1.54164E-01   4.30021E-02   1.02723E+02      1  8.33638E-03   8.63607E-03   0.00000E+00   0.00000E+00
 -2.46574E+00   3.77009E+00   1.62038E+00   1.76940E+00   9.84190E-35   5.19092-270   5.80556E-04   6.40376E-03   0.00000E+00   0.00000E+00   1.54588E-01   4.38919E-02   1.03721E+02      1  8.42187E-03   8.48869E-03   0.00000E+00   0.00000E+00
 -2.44906E+00   3.81916E+00   1.58381E+00   1.73741E+00   9.84190E-35   5.19092-270   6.44110E-04   6.32794E-03   0.00000E+00   0.00000E+00   1.55007E-01   4.47982E-02   1.04719E+02      1  8.50587E-03   8.34004E-03   0.00000E+00   0.00000E+00
 -2.43148E+00   3.86789E+00   1.54782E+00   1.70615E+00   9.84190E-35   5.19092-270   7.06903E-04   6.25105E-03   0.00000E+00   0.00000E+00   1.55420E-01   4.57211E-02   1.05718E+02      1  8.58839E-03   8.19014E-03   0.00000E+00   0.00000E+00
 -2.41299E+00   3.91626E+00   1.51241E+00   1.67560E+00   9.84190E-35   5.19092-270   7.68923E-04   6.17312E-03   0.00000E+00   0.00000E+00   1.55828E-01   4.66609E-02   1.06716E+02      1  8.66941E-03   8.03901E-03   0.00000E+00   0.00000E+00
 -2.39361E+00   3.96425E+00   1.47756E+00   1.64575E+00   9.84190E-35   5.19092-270   8.30159E-04   6.09416E-03   0.00000E+00   0.00000E+00   1.56232E-01   4.76178E-02   1.07714E+02      1  8.74891E-03   7.88668E-03   0.00000E+00   0.00000E+00
 -2.37335E+00   4.01185E+00   1.44326E+00   1.61659E+00   9.84190E-35   5.19092-270   8.90603E-04   6.01418E-03   0.00000E+00   0.00000E+00   1.56630E-01   4.85920E-02   1.08713E+02      1  8.82689E-03   7.73317E-03   0.00000E+00   0.00000E+00
 -2.35221E+00   4.05903E+00   1.40949E+00   1.58811E+00   9.84190E-35   5.19092-270   9.50242E-04   5.93319E-03   0.00000E+00   0.00000E+00   1.57024E-01   4.95837E-02   1.09711E+02      1  8.90332E-03   7.57849E-03   0.00000E+00   0.00000E+00
 -2.33019E+00   4.10578E+00   1.37624E+00   1.56029E+00   9.84190E-35   5.19092-270   1.00907E-03   5.85121E-03   0.00000E+00   0.00000E+00   1.57413E-01   5.05931E-02   1.10710E+02      1  8.97821E-03   7.42267E-03   0.00000E+00   0.00000E+00
 -2.30731E+00   4.15208E+00   1.34350E+00   1.53314E+00   9.84190E-35   5.19092-270   1.06707E-03   5.76826E-03   0.00000E+00   0.00000E+00   1.57798E-01   5.16205E-02   1.11708E+02      1  9.05153E-03   7.26572E-03   0.00000E+00   0.00000E+00
 -2.28358E+00   4.19792E+00   1.31126E+00   1.50664E+00   9.84190E-35   5.19092-270   1.12424E-03   5.68434E-03   0.00000E+00   0.00000E+00   1.58178E-01   5.26660E-02   1.12706E+02      1  9.12329E-03   7.10768E-03   0.00000E+00   0.00000E+00
 -2.25900E+00   4.24328E+00   1.27951E+00   1.48077E+00   9.84190E-35   5.19092-270   1.18057E-03   5.59948E-03   0.00000E+00   0.00000E+00   1.58555E-01   5.37299E-02   1.13705E+02      1  9.19346E-03   6.94856E-03   0.00000E+00   0.00000E+00
 -2.23359E+00   4.28813E+00   1.24823E+00   1.45554E+00   9.84190E-35   5.19092-270   1.23605E-03   5.51368E-03   0.00000E+00   0.00000E+00   1.58927E-01   5.48122E-02   1.14703E+02      1  9.26203E-03   6.78837E-03   0.00000E+00   0.00000E+00
 -2.20734E+00   4.33247E+00   1.21741E+00   1.43092E+00   9.84190E-35   5.19092-270   1.29066E-03   5.42697E-03   0.00000E+00   0.00000E+00   1.59296E-01   5.59133E-02   1.15702E+02      1  9.32900E-03   6.62716E-03   0.00000E+00   0.00000E+00
 -2.18028E+00   4.37628E+00   1.18705E+00   1.40692E+00   9.84190E-35   5.19092-270   1.34440E-03   5.33935E-03   0.00000E+00   0.00000E+00   1.59661E-01   5.70332E-02   1.16700E+02      1  9.39436E-03   6.46493E-03   0.00000E+00   0.00000E+00
 -2.15242E+00   4.41954E+00   1.15712E+00   1.38351E+00   9.84190E-35   5.19092-270   1.39727E-03   5.25084E-03   0.00000E+00   0.00000E+00   1.60022E-01   5.81721E-02   1.17698E+02      1  9.45809E-03   6.30170E-03   0.00000E+00   0.00000E+00
 -2.12375E+00   4.46224E+00   1.12762E+00   1.36070E+00   9.84190E-35   5.19092-270   1.44925E-03   5.16147E-03   0.00000E+00   0.00000E+00   1.60380E-01   5.93302E-02   1.18697E+02      1  9.52019E-03   6.13751E-03   0.00000E+00   0.00000E+00
 -2.09430E+00   4.50435E+00   1.09854E+00   1.33848E+00   9.84190E-35   5.19092-270   1.50033E-03   5.07123E-03   0.00000E+00   0.00000E+00   1.60734E-01   6.05077E-02   1.19695E+02      1  9.58065E-03   5.97237E-03   0.00000E+00   0.00000E+00
 -2.06407E+00   4.54587E+00   1.06987E+00   1.31683E+00   9.84190E-35   5.19092-270   1.55050E-03   4.98016E-03   0.00000E+00   0.00000E+00   1.61086E-01   6.17046E-02   1.20693E+02      1  9.63945E-03   5.80630E-03   0.00000E+00   0.00000E+00
 -2.03308E+00   4.58678E+00   1.04159E+00   1.29575E+00   9.84190E-35   5.19092-270   1.59977E-03   4.88825E-03   0.00000E+00   0.00000E+00   1.61434E-01   6.29211E-02   1.21692E+02      1  9.69659E-03   5.63933E-03   0.00000E+00   0.00000E+00
 -2.00133E+00   4.62706E+00   1.01370E+00   1.27523E+00   9.84190E-35   5.19092-270   1.64811E-03   4.79554E-03   0.00000E+00   0.00000E+00   1.61778E-01   6.41572E-02   1.22690E+02      1  9.75205E-03   5.47149E-03   0.00000E+00   0.00000E+00
 -1.96885E+00   4.66671E+00   9.86180E-01   1.25527E+00   9.84190E-35   5.19092-270   1.69552E-03   4.70203E-03   0.00000E+00   0.00000E+00   1.62120E-01   6.54131E-02   1.23689E+02      1  9.80584E-03   5.30278E-03   0.00000E+00   0.00000E+00
 -1.93563E+00   4.70569E+00   9.59030E-01   1.23585E+00   9.84190E-35   5.19092-270   1.74199E-03   4.60775E-03   0.00000E+00   0.00000E+00   1.62459E-01   6.66889E-02   1.24687E+02      1  9.85794E-03   5.13324E-03   0.00000E+00   0.00000E+00
 -1.90170E+00   4.74400E+00   9.32234E-01   1.21696E+00   9.84190E-35   5.19092-270   1.78752E-03   4.51270E-03   0.00000E+00   0.00000E+00   1.62796E-01   6.79846E-02   1.25685E+02      1  9.90834E-03   4.96289E-03   0.00000E+00   0.00000E+00
 -1.86706E+00   4.78163E+00   9.05784E-01   1.19861E+00   9.84190E-35   5.19092-270   1.83210E-03   4.41690E-03   0.00000E+00   0.00000E+00   1.63129E-01   6.93003E-02   1.26684E+02      1  9.95704E-03   4.79175E-03   0.00000E+00   0.00000E+00
 -1.83173E+00   4.81857E+00   8.79669E-01   1.18079E+00   9.84190E-35   5.19092-270   1.87571E-03   4.32038E-03   0.00000E+00   0.00000E+00   1.63460E-01   7.06360E-02   1.27682E+02      1  1.00040E-02   4.61984E-03   0.00000E+00   0.00000E+00
 -1.79573E+00   4.85479E+00   8.53880E-01   1.16348E+00   9.84190E-35   5.19092-270   1.91836E-03   4.22314E-03   0.00000E+00   0.00000E+00   1.63789E-01   7.19917E-02   1.28680E+02      1  1.00493E-02   4.44720E-03   0.00000E+00   0.00000E+00
 -1.75905E+00   4.89028E+00   8.28407E-01   1.14669E+00   9.84190E-35   5.19092-270   1.96004E-03   4.12520E-03   0.00000E+00   0.00000E+00   1.64115E-01   7.33674E-02   1.29679E+02      1  1.00928E-02   4.27383E-03   0.00000E+00   0.00000E+00
 -1.72173E+00   4.92503E+00   8.03242E-01   1.13040E+00   9.84190E-35   5.19092-270   2.00073E-03   4.02658E-03   0.00000E+00   0.00000E+00   1.64439E-01   7.47631E-02   1.30677E+02      1  1.01346E-02   4.09977E-03   0.00000E+00   0.00000E+00
 -1.68377E+00   4.95904E+00   7.78373E-01   1.11461E+00   9.84190E-35   5.19092-270   2.04044E-03   3.92730E-03   0.00000E+00   0.00000E+00   1.64760E-01   7.61787E-02   1.31676E+02      1  1.01747E-02   3.92504E-03   0.00000E+00   0.00000E+00
 -1.64518E+00   4.99227E+00   7.53793E-01   1.09931E+00   9.84190E-35   5.19092-270   2.07915E-03   3.82736E-03   0.00000E+00   0.00000E+00   1.65080E-01   7.76142E-02   1.32674E+02      1  1.02130E-02   3.74966E-03   0.00000E+00   0.00000E+00
 -1.60599E+00   5.02474E+00   7.29493E-01   1.08450E+00   9.84190E-35   5.19092-270   2.11686E-03   3.72680E-03   0.00000E+00   0.00000E+00   1.65397E-01   7.90695E-02   1.33672E+02      1  1.02496E-02   3.57365E-03   0.00000E+00   0.00000E+00
 -1.56620E+00   5.05641E+00   7.05462E-01   1.07018E+00   9.84190E-35   5.19092-270   2.15356E-03   3.62562E-03   0.00000E+00   0.00000E+00   1.65712E-01   8.05445E-02   1.34671E+02      1  1.02844E-02   3.39705E-03   0.00000E+00   0.00000E+00
 -1.52583E+00   5.08728E+00   6.81693E-01   1.05633E+00   9.84190E-35   5.19092-270   2.18925E-03   3.52384E-03   0.00000E+00   0.00000E+00   1.66025E-01   8.20390E-02   1.35669E+02      1  1.03174E-02   3.21987E-03   0.00000E+00   0.00000E+00
 -1.48489E+00   5.11734E+00   6.58177E-01   1.04295E+00   9.84190E-35   5.19092-270   2.22392E-03   3.42149E-03   0.00000E+00   0.00000E+00   1.66337E-01   8.35529E-02   1.36667E+02      1  1.03487E-02   3.04213E-03   0.00000E+00   0.00000E+00
 -1.44341E+00   5.14658E+00   6.34904E-01   1.03004E+00   9.84190E-35   5.19092-270   2.25757E-03   3.31857E-03   0.00000E+00   0.00000E+00   1.66646E-01   8.50860E-02   1.37666E+02      1  1.03781E-02   2.86387E-03   0.00000E+00   0.00000E+00
 -1.40139E+00   5.17499E+00   6.11866E-01   1.01760E+00   9.84190E-35   5.19092-270   2.29019E-03   3.21510E-03   0.00000E+00   0.00000E+00   1.66954E-01   8.66381E-02   1.38664E+02      1  1.04058E-02   2.68510E-03   0.00000E+00   0.00000E+00
 -1.35885E+00   5.20255E+00   5.89055E-01   1.00561E+00   9.84190E-35   5.19092-270   2.32177E-03   3.11110E-03   0.00000E+00   0.00000E+00   1.67261E-01   8.82089E-02   1.39663E+02      1  1.04318E-02   2.50585E-03   0.00000E+00   0.00000E+00
 -1.31580E+00   5.22925E+00   5.66462E-01   9.94071E-01   9.84190E-35   5.19092-270   2.35231E-03   3.00659E-03   0.00000E+00   0.00000E+00   1.67565E-01   8.97982E-02   1.40661E+02      1  1.04559E-02   2.32615E-03   0.00000E+00   0.00000E+00
 -1.27227E+00   5.25510E+00   5.44079E-01   9.82983E-01   9.84190E-35   5.19092-270   2.38180E-03   2.90159E-03   0.00000E+00   0.00000E+00   1.67868E-01   9.14057E-02   1.41659E+02      1  1.04782E-02   2.14601E-03   0.00000E+00   0.00000E+00
 -1.22827E+00   5.28006E+00   5.21898E-01   9.72341E-01   9.84190E-35   5.19092-270   2.41024E-03   2.79611E-03   0.00000E+00   0.00000E+00   1.68170E-01   9.30310E-02   1.42658E+02      1  1.04987E-02   1.96547E-03   0.00000E+00   0.00000E+00
 -1.18382E+00   5.30415E+00   4.99910E-01   9.62140E-01   9.84190E-35   5.19092-270   2.43763E-03   2.69017E-03   0.00000E+00   0.00000E+00   1.68470E-01   9.46739E-02   1.43656E+02      1  1.05175E-02   1.78454E-03   0.00000E+00   0.00000E+00
 -1.13892E+00   5.32734E+00   4.78107E-01   9.52376E-01   9.84190E-35   5.19092-270   2.46396E-03   2.58378E-03   0.00000E+00   0.00000E+00   1.68769E-01   9.63339E-02   1.44655E+02      1  1.05344E-02   1.60326E-03   0.00000E+00   0.00000E+00
 -1.09361E+00   5.34963E+00   4.56481E-01   9.43046E-01   9.84190E-35   5.19092-270   2.48922E-03   2.47698E-03   0.00000E+00   0.00000E+00   1.69067E-01   9.80106E-02   1.45653E+02      1  1.05495E-02   1.42164E-03   0.00000E+00   0.00000E+00
 -1.04788E+00   5.37101E+00   4.35025E-01   9.34145E-01   9.84190E-35   5.19092-270   2.51342E-03   2.36976E-03   0.00000E+00   0.00000E+00   1.69363E-01   9.97036E-02   1.46651E+02      1  1.05628E-02   1.23972E-03   0.00000E+00   0.00000E+00
 -1.00177E+00   5.39148E+00   4.13729E-01   9.25672E-01   9.84190E-35   5.19092-270   2.53654E-03   2.26216E-03   0.00000E+00   0.00000E+00   1.69659E-01   1.01412E-01   1.47650E+02      1  1.05742E-02   1.05750E-03   0.00000E+00   0.00000E+00
 -9.55294E-01   5.41102E+00   3.92587E-01   9.17622E-01   9.84190E-35   5.19092-270   2.55859E-03   2.15418E-03   0.00000E+00   0.00000E+00   1.69953E-01   1.03137E-01   1.48648E+02      1  1.05839E-02   8.75031E-04   0.00000E+00   0.00000E+00
